CRASH_ID,SER_NO,INVSTG_AGY_SHORT_DESC,CRASH_SPEED_INVLV_FLG,ALCHL_INVLV_FLG,DRUG_INVLV_FLG,MJ_INVLV_FLG,SCHL_ZONE_IND,WRK_ZONE_IND,LANE RDWY DPRT CRASH FLG,UNLOCT FLG,CRASH_DT,CRASH_WK_DAY_CD,CRASH_HR_SHORT_DESC,CNTY_NM,CITY_SECT_NM,URB_AREA_SHORT_NM,HWY_NO,HWY_MED_NM,RDWY_NO,FC_CD,HWY_COMPNT_CD,HWY_COMPNT_SHORT_DESC,MLGE_TYP_CD,RD_CON_NO,LRS VAL,MP_NO,ST_NO,ST_NM,ISECT_ST_NO,ISECT_ST_NM,RD_CHAR_CD,RD_CHAR_SHORT_DESC,CMPSS_DIR_CD,CMPSS_DIR_FROM_CD,CMPSS_DIR_SHORT_DESC,IMPCT_LOC_CD,ISECT_TYP_SHORT_DESC,MEDN_TYP_SHORT_DESC,TURNG_LEG_QTY,LN_QTY,ISECT_REL_FLG,TRAF_CNTL_DEVICE_SHORT_DESC,OFF_RDWY_FLG,RNDABT_FLG,DRVWY_REL_FLG,WTHR_COND_SHORT_DESC,RD_SURF_SHORT_DESC,LGT_COND_SHORT_DESC,CRASH_TYP_SHORT_DESC,COLLIS_TYP_SHORT_DESC,CRASH_SVRTY_SHORT_DESC,CRASH_EVNT_1_CD,CRASH_EVNT_2_CD,CRASH_EVNT_3_CD,CRASH_CAUSE_1_CD,CRASH_CAUSE_2_CD,CRASH_CAUSE_3_CD,LAT DEG NO,LAT MINUTE NO,LAT SEC NO,LONGTD DEG NO,LONGTD MINUTE NO,LONGTD SEC NO,VHCL_ID,STRIKG_VHCL_FLG,VHCL_CODED_SEQ_NO,VHCL_TYP_SHORT_DESC,VHCL_USE_SHORT_DESC,TRLR_QTY,VHCL_OWNSHP_SHORT_DESC,VHCL_MVMNT_SHORT_DESC,VHCL_CMPSS_DIR_FROM_SHORT_DESC,VHCL_CMPSS_DIR_TO_SHORT_DESC,VHCL_ACTN_CD,VHCL_EVNT_1_CD,VHCL_EVNT_2_CD,VHCL_EVNT_3_CD,VHCL_CAUSE_1_CD,VHCL_CAUSE_2_CD,VHCL_CAUSE_3_CD,PARTIC_ID,STRIKG_PARTIC_FLG,PARTIC_VHCL_SEQ_NO,PARTIC_TYP_CD,PARTIC_TYP_SHORT_DESC,PARTIC_MVMNT_SHORT_DESC,PARTIC_CMPSS_DIR_FROM_SHORT_DESC,PARTIC_CMPSS_DIR_TO_SHORT_DESC,INJ_SVRTY_SHORT_DESC,AGE_VAL,SEX_CD,DRVR_LIC_STAT_SHORT_DESC,DRVR_RES_SHORT_DESC,PARTIC_ACTN_CD,NON_MOTRST_LOC_SHORT_DESC,PARTIC_ERR_1_CD,PARTIC_ERR_2_CD,PARTIC_ERR_3_CD,PARTIC_EVNT_1_CD,PARTIC_EVNT_2_CD,PARTIC_EVNT_3_CD,PARTIC_CAUSE_1_CD,PARTIC_CAUSE_2_CD,PARTIC_CAUSE_3_CD,TOTAL_CRASHES,TOTAL_ROWS
1687245,474,NONE,0,0,0,0,0,0,N,FALSE,1/12/2016,3,4P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,303.78,322,PACIFIC HY I-5,9429,SB EF GOING ST C4,3,STRGHT,5,,S,8,,RSDMD,,6,0,MEDIAN BAR,0,0,0,RAIN,WET,DAY,S-1STOP,REAR,PDO,,,,29,,,45,33,11.4,-122,40,43.51,3186061,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3639492,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1687245,474,NONE,0,0,0,0,0,0,N,FALSE,1/12/2016,3,4P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,303.78,322,PACIFIC HY I-5,9429,SB EF GOING ST C4,3,STRGHT,5,,S,8,,RSDMD,,6,0,MEDIAN BAR,0,0,0,RAIN,WET,DAY,S-1STOP,REAR,PDO,,,,29,,,45,33,11.4,-122,40,43.51,3186062,0,2,PSNGR CAR,NONE,9,N/A,STOP,N,S,11,,,,0,,,3639493,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1688378,462,NONE,0,0,0,0,0,0,N,FALSE,1/12/2016,3,2P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,305.18,322,PACIFIC HY I-5,9420,SB EX PTLD BLVD C3,3,STRGHT,1,,N,5,,RSDMD,,4,0,UNKNOWN,0,0,0,RAIN,WET,DAY,S-STRGHT,SS-O,PDO,,,,13,,,45,34,25.1,-122,40,43.44,3188033,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3641418,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1688378,462,NONE,0,0,0,0,0,0,N,FALSE,1/12/2016,3,2P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,305.18,322,PACIFIC HY I-5,9420,SB EX PTLD BLVD C3,3,STRGHT,1,,N,5,,RSDMD,,4,0,UNKNOWN,0,0,0,RAIN,WET,DAY,S-STRGHT,SS-O,PDO,,,,13,,,45,34,25.1,-122,40,43.44,3188034,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3641419,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1683140,461,CITY,1,0,0,0,0,0,Y,FALSE,1/12/2016,3,2P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,6,CN,0,1,0001UD100S00,306.13,9414,NB EX COL BLVD C1,9413,SB EF COL BLVD C2,5,CURVE,8,,NW,1,,NONE,,1,0,ONE-WAY,1,0,0,RAIN,WET,DAY,FIX OBJ,FIX,INJ,65,10,,1,,,45,35,13.16,-122,40,46.06,3178111,1,1,SEMI TOW,NONE,1,PRVTE,STRGHT,NW,SE,0,65,10,,0,,,3629828,0,1,1,DRVR,,,,INJC,40,1,OTH-Y,N-RES,0,,47,81,,,,,1,,,717,1693
1657024,466,NONE,0,0,0,0,0,0,Y,FALSE,1/12/2016,3,1P,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.28,9009,MARQUAM BRIDGE,9453,NB EXTO PAC HY I-5,8,BRIDGE,3,,E,5,,NONE,,4,0,ONE-WAY,1,0,0,RAIN,WET,DAY,S-STRGHT,SS-O,INJ,46,,,13,,,45,30,25.83,-122,40,13.72,3128430,1,1,TRUCK,NONE,0,PRVTE,STRGHT,E,W,0,46,,,0,,,3567512,0,1,1,DRVR,,,,NONE,46,1,OR-Y,OR<25,0,,45,,,,,,13,,,717,1693
1657024,466,NONE,0,0,0,0,0,0,Y,FALSE,1/12/2016,3,1P,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.28,9009,MARQUAM BRIDGE,9453,NB EXTO PAC HY I-5,8,BRIDGE,3,,E,5,,NONE,,4,0,ONE-WAY,1,0,0,RAIN,WET,DAY,S-STRGHT,SS-O,INJ,46,,,13,,,45,30,25.83,-122,40,13.72,3128431,0,2,SEMI TOW,NONE,1,PRVTE,STRGHT,E,W,0,,,,0,,,3567513,0,1,1,DRVR,,,,INJC,39,1,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1656988,451,NO RPT,0,0,0,0,0,0,N,FALSE,1/12/2016,3,8A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,307.85,322,PACIFIC HY I-5,9456,NB EX JANTZN BCH C1,3,STRGHT,5,,S,3,,RSDMD,,6,0,UNKNOWN,0,0,0,RAIN,WET,DAY,S-1STOP,REAR,INJ,,,,29,,,45,36,39.4,-122,40,45.51,3128365,1,1,UNKNOWN,UNKN,9,UNKN,STRGHT,S,N,0,,,,0,,,3567435,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,26,,,,,,29,,,717,1693
1656988,451,NO RPT,0,0,0,0,0,0,N,FALSE,1/12/2016,3,8A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,307.85,322,PACIFIC HY I-5,9456,NB EX JANTZN BCH C1,3,STRGHT,5,,S,3,,RSDMD,,6,0,UNKNOWN,0,0,0,RAIN,WET,DAY,S-1STOP,REAR,INJ,,,,29,,,45,36,39.4,-122,40,45.51,3128366,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,S,N,11,,,,0,,,3567436,0,1,1,DRVR,,,,INJC,46,2,OR-Y,N-RES,0,,0,,,,,,0,,,717,1693
1687700,517,NONE,0,0,0,0,0,0,N,FALSE,1/13/2016,4,6A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,305.14,322,PACIFIC HY I-5,9420,SB EX PTLD BLVD C3,3,STRGHT,1,,N,6,,RSDMD,,6,0,MEDIAN BAR,0,0,0,RAIN,WET,DLIT,S-1STOP,REAR,PDO,13,,,29,,,45,34,22.34,-122,40,43.48,3186811,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3640227,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1687700,517,NONE,0,0,0,0,0,0,N,FALSE,1/13/2016,4,6A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,305.14,322,PACIFIC HY I-5,9420,SB EX PTLD BLVD C3,3,STRGHT,1,,N,6,,RSDMD,,6,0,MEDIAN BAR,0,0,0,RAIN,WET,DLIT,S-1STOP,REAR,PDO,13,,,29,,,45,34,22.34,-122,40,43.48,3186812,0,2,PSNGR CAR,NONE,9,N/A,STOP,N,S,11,,,,0,,,3640228,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1687792,533,NONE,0,0,0,0,0,0,N,FALSE,1/13/2016,4,5P,Multnomah,Portland SW,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,299.97,9492,NB EX MARQUAM BR,9491,NB EF MACADAM AV C4,3,STRGHT,1,,N,3,,NONE,,2,0,ONE-WAY,0,0,0,CLR,DRY,DLIT,S-1STOP,REAR,PDO,,,,29,,,45,30,13.34,-122,40,25.32,3186974,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3640387,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1687792,533,NONE,0,0,0,0,0,0,N,FALSE,1/13/2016,4,5P,Multnomah,Portland SW,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,299.97,9492,NB EX MARQUAM BR,9491,NB EF MACADAM AV C4,3,STRGHT,1,,N,3,,NONE,,2,0,ONE-WAY,0,0,0,CLR,DRY,DLIT,S-1STOP,REAR,PDO,,,,29,,,45,30,13.34,-122,40,25.32,3186975,0,2,PSNGR CAR,NONE,9,N/A,STOP,S,N,11,,,,0,,,3640388,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1687703,520,NO RPT,0,0,0,0,0,0,N,FALSE,1/13/2016,4,1P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,308.18,322,PACIFIC HY I-5,9456,NB EX JANTZN BCH C1,8,BRIDGE,1,,N,3,,NONE,,3,0,ONE-WAY,0,0,0,CLR,DRY,DAY,S-STRGHT,SS-O,PDO,,,,13,,,45,36,55.46,-122,40,36.1,3186816,1,1,SEMI TOW,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3640232,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1687703,520,NO RPT,0,0,0,0,0,0,N,FALSE,1/13/2016,4,1P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,308.18,322,PACIFIC HY I-5,9456,NB EX JANTZN BCH C1,8,BRIDGE,1,,N,3,,NONE,,3,0,ONE-WAY,0,0,0,CLR,DRY,DAY,S-STRGHT,SS-O,PDO,,,,13,,,45,36,55.46,-122,40,36.1,3186817,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3640233,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1687679,508,NO RPT,1,1,0,0,0,0,N,FALSE,1/13/2016,4,5P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,304.72,322,PACIFIC HY I-5,9422,NB EX PTLD BLVD C1,3,STRGHT,5,,S,7,,RSDMD,,6,0,MEDIAN BAR,0,0,0,RAIN,WET,DLIT,S-STRGHT,REAR,PDO,,,,1,29,33,45,34,0.08,-122,40,42.6,3186776,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3640193,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1687679,508,NO RPT,1,1,0,0,0,0,N,FALSE,1/13/2016,4,5P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,304.72,322,PACIFIC HY I-5,9422,NB EX PTLD BLVD C1,3,STRGHT,5,,S,7,,RSDMD,,6,0,MEDIAN BAR,0,0,0,RAIN,WET,DLIT,S-STRGHT,REAR,PDO,,,,1,29,33,45,34,0.08,-122,40,42.6,3186777,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3640194,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1657252,545,NO RPT,0,0,0,0,0,0,N,FALSE,1/14/2016,5,5A,Multnomah,Portland NE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,301.73,302,PACIFIC HY I-5,9448,SB EX MORRISN BR C7,3,STRGHT,1,,N,0,,RSDMD,,6,0,UNKNOWN,0,0,0,RAIN,WET,DARK,S-STRGHT,SS-O,INJ,,,,13,,,45,31,33.44,-122,39,55.57,3128846,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,N,S,0,,,,0,,,3568042,0,1,1,DRVR,,,,INJC,45,2,OR-Y,OR<25,0,,97,,,,,,0,,,717,1693
1657252,545,NO RPT,0,0,0,0,0,0,N,FALSE,1/14/2016,5,5A,Multnomah,Portland NE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,301.73,302,PACIFIC HY I-5,9448,SB EX MORRISN BR C7,3,STRGHT,1,,N,0,,RSDMD,,6,0,UNKNOWN,0,0,0,RAIN,WET,DARK,S-STRGHT,SS-O,INJ,,,,13,,,45,31,33.44,-122,39,55.57,3128847,0,2,SEMI TOW,NONE,1,PRVTE,STRGHT,N,S,0,,,,0,,,3568043,0,1,1,DRVR,,,,NONE,59,1,OR-Y,OR<25,0,,97,,,,,,0,,,717,1693
1688211,614,CITY,0,0,0,0,0,0,N,FALSE,1/15/2016,6,7A,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,300.51,302,PACIFIC HY I-5,9452,SB EX MARQUAM BR,3,STRGHT,4,,SE,4,,RSDMD,,6,0,MEDIAN BAR,0,0,0,RAIN,WET,DLIT,S-1STOP,REAR,PDO,,,,29,,,45,30,33.58,-122,40,1.21,3187716,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,SE,NW,0,,,,0,,,3641112,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1688211,614,CITY,0,0,0,0,0,0,N,FALSE,1/15/2016,6,7A,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,300.51,302,PACIFIC HY I-5,9452,SB EX MARQUAM BR,3,STRGHT,4,,SE,4,,RSDMD,,6,0,MEDIAN BAR,0,0,0,RAIN,WET,DLIT,S-1STOP,REAR,PDO,,,,29,,,45,30,33.58,-122,40,1.21,3187717,0,2,PSNGR CAR,NONE,9,N/A,STOP,SE,NW,11,,,,0,,,3641113,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1683342,574,CITY,0,0,0,0,0,0,Y,FALSE,1/15/2016,6,5A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,305.15,322,PACIFIC HY I-5,9420,SB EX PTLD BLVD C3,3,STRGHT,1,,N,7,,RSDMD,,4,0,TEMP-BARR,1,0,0,RAIN,WET,DLIT,OTH OBJ,FIX,INJ,65,,,17,,,45,34,23.03,-122,40,43.47,3178493,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,N,S,0,65,,,0,,,3630275,0,1,1,DRVR,,,,INJC,35,2,OTH-Y,N-RES,28,,80,,,,,,17,,,717,1693
1688227,616,NONE,0,0,0,0,0,0,N,FALSE,1/15/2016,6,1P,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.73,302,PACIFIC HY I-5,9452,SB EX MARQUAM BR,3,STRGHT,1,,N,3,,RSDMD,,6,0,MEDIAN BAR,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,,,,29,,,45,30,43.46,-122,40,2.54,3187748,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3641142,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1688227,616,NONE,0,0,0,0,0,0,N,FALSE,1/15/2016,6,1P,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.73,302,PACIFIC HY I-5,9452,SB EX MARQUAM BR,3,STRGHT,1,,N,3,,RSDMD,,6,0,MEDIAN BAR,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,PDO,,,,29,,,45,30,43.46,-122,40,2.54,3187749,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3641143,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1657370,600,NONE,0,0,0,0,0,0,N,FALSE,1/15/2016,6,4P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,303.72,322,PACIFIC HY I-5,9428,NB EX MISSOURI C1,3,STRGHT,5,,S,6,,RSDMD,,8,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,INJ,,,,13,,,45,33,8.04,-122,40,42.69,3129069,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,S,N,0,,,,0,,,3568325,0,1,1,DRVR,,,,NONE,24,1,OR-Y,OR<25,0,,42,45,,,,,13,,,717,1693
1657370,600,NONE,0,0,0,0,0,0,N,FALSE,1/15/2016,6,4P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,303.72,322,PACIFIC HY I-5,9428,NB EX MISSOURI C1,3,STRGHT,5,,S,6,,RSDMD,,8,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,INJ,,,,13,,,45,33,8.04,-122,40,42.69,3129070,0,2,PSNGR CAR,NONE,0,PRVTE,STRGHT,S,N,6,,,,0,,,3568326,0,1,1,DRVR,,,,INJC,17,1,OTH-Y,N-RES,0,,0,,,,,,0,,,717,1693
1688280,639,NO RPT,0,0,0,0,0,0,N,FALSE,1/16/2016,7,2P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,305.06,322,PACIFIC HY I-5,9420,SB EX PTLD BLVD C3,3,STRGHT,5,,S,8,,RSDMD,,6,0,MEDIAN BAR,0,0,0,RAIN,WET,DAY,S-STRGHT,REAR,PDO,,,,29,,,45,34,17.99,-122,40,43.44,3187850,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3641241,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1688280,639,NO RPT,0,0,0,0,0,0,N,FALSE,1/16/2016,7,2P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,305.06,322,PACIFIC HY I-5,9420,SB EX PTLD BLVD C3,3,STRGHT,5,,S,8,,RSDMD,,6,0,MEDIAN BAR,0,0,0,RAIN,WET,DAY,S-STRGHT,REAR,PDO,,,,29,,,45,34,17.99,-122,40,43.44,3187851,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,6,,,,0,,,3641242,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1642319,1488,CITY,0,0,0,0,0,0,N,FALSE,1/17/2016,1,5P,Multnomah,Portland SW,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,299.28,306,PACIFIC HY I-5,9481,SB EF HOOD AVE C2,3,STRGHT,1,,N,6,,RSDMD,,6,0,MEDIAN BAR,0,0,0,CLD,DRY,DLIT,PED,PED,FAT,,,,18,19,2,45,29,38.01,-122,40,25.09,3101244,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,N,S,0,,,,0,,,3540251,0,1,1,DRVR,,,,NONE,56,2,OR-Y,OR>25,0,,0,,,,,,0,,,717,1693
1642319,1488,CITY,0,0,0,0,0,0,N,FALSE,1/17/2016,1,5P,Multnomah,Portland SW,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,299.28,306,PACIFIC HY I-5,9481,SB EF HOOD AVE C2,3,STRGHT,1,0,N,6,,RSDMD,,6,0,MEDIAN BAR,0,0,0,CLD,DRY,DLIT,PED,PED,FAT,,,,18,19,2,45,29,38.01,-122,40,25.09,,0,,,,,,,,,,,,,,,,3540252,0,1,3,PED,STRGHT,UN,UN,KILL,68,1,,,37,ROAD,28,57,,,,,18,19,2,717,1693
1657812,1198,NO RPT,0,0,0,0,0,0,N,FALSE,1/17/2016,1,7P,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,300.42,9009,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,8,BRIDGE,2,,NE,3,,NONE,,3,0,ONE-WAY,0,0,0,RAIN,WET,DLIT,S-1STOP,REAR,INJ,,,,29,,,45,30,30.26,-122,40,6.05,3129874,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,NE,SW,0,,,,0,,,3569384,0,1,1,DRVR,,,,INJC,20,1,OR-Y,OR<25,0,,26,,,,,,29,,,717,1693
1657812,1198,NO RPT,0,0,0,0,0,0,N,FALSE,1/17/2016,1,7P,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,300.42,9009,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,8,BRIDGE,2,,NE,3,,NONE,,3,0,ONE-WAY,0,0,0,RAIN,WET,DLIT,S-1STOP,REAR,INJ,,,,29,,,45,30,30.26,-122,40,6.05,3129875,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,NE,SW,11,,,,0,,,3569385,0,1,1,DRVR,,,,INJC,40,1,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1657812,1198,NO RPT,0,0,0,0,0,0,N,FALSE,1/17/2016,1,7P,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,300.42,9009,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,8,BRIDGE,2,,NE,3,,NONE,,3,0,ONE-WAY,0,0,0,RAIN,WET,DLIT,S-1STOP,REAR,INJ,,,,29,,,45,30,30.26,-122,40,6.05,3129875,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,NE,SW,11,,,,0,,,3569386,0,2,2,PSNG,,,,INJC,12,2,,,0,,0,,,,,,0,,,717,1693
1657812,1198,NO RPT,0,0,0,0,0,0,N,FALSE,1/17/2016,1,7P,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,300.42,9009,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,8,BRIDGE,2,,NE,3,,NONE,,3,0,ONE-WAY,0,0,0,RAIN,WET,DLIT,S-1STOP,REAR,INJ,,,,29,,,45,30,30.26,-122,40,6.05,3129875,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,NE,SW,11,,,,0,,,3569387,0,3,2,PSNG,,,,INJC,15,1,,,0,,0,,,,,,0,,,717,1693
1688412,666,NO RPT,0,0,0,0,0,0,N,FALSE,1/17/2016,1,7P,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.64,302,PACIFIC HY I-5,9452,SB EX MARQUAM BR,3,STRGHT,5,,S,4,,RSDMD,,4,0,MEDIAN BAR,0,0,0,CLR,DRY,DLIT,S-STRGHT,SS-O,PDO,,,,13,,,45,30,39.2,-122,40,0.23,3188094,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3641479,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1688412,666,NO RPT,0,0,0,0,0,0,N,FALSE,1/17/2016,1,7P,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.64,302,PACIFIC HY I-5,9452,SB EX MARQUAM BR,3,STRGHT,5,,S,4,,RSDMD,,4,0,MEDIAN BAR,0,0,0,CLR,DRY,DLIT,S-STRGHT,SS-O,PDO,,,,13,,,45,30,39.2,-122,40,0.23,3188095,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3641480,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1657503,672,CITY,1,1,0,0,0,0,Y,FALSE,1/17/2016,1,7A,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,300.36,9009,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,8,BRIDGE,2,,NE,7,,RSDMD,,5,0,ONE-WAY,1,0,0,RAIN,WET,DLIT,FIX OBJ,FIX,INJ,46,,,33,1,,45,30,28.24,-122,40,9.55,3129295,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,NE,SW,0,45,,,0,,,3568644,0,1,1,DRVR,,,,INJB,29,2,OR-Y,OR<25,0,,51,47,80,,,,33,1,,717,1693
1689559,712,NO RPT,0,0,0,0,0,0,N,FALSE,1/18/2016,2,5A,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.56,9009,MARQUAM BRIDGE,9453,NB EXTO PAC HY I-5,8,BRIDGE,6,,SW,4,,NONE,,3,0,ONE-WAY,0,0,0,CLR,WET,DLIT,S-STRGHT,SS-O,PDO,46,,,13,,,45,30,35.35,-122,40,0.22,3190202,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,NE,SW,0,,,,0,,,3643546,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
