crashid,date,hour,day,city_section,highwayid,milepost,lat,lon,road_type,road_desc,street_name,isect_num,lane_quantity,crash_severity,volume,speed,weather1,weather2,precip,temp,wind,cloud,visibility,road_cond,light_cond
1682404,2016-12-03,17:00:00,SATURDAY,Portland NE,2,302,45.531992,-122.665275,MN,STRGHT,PACIFIC HY I-5,9434,6,INJ,1133.00,31.50,Drizzle,RAIN,0.0081,49.12,1.08,1,9,WET,DLIT
1682444,2016-11-23,13:00:00,WEDNESDAY,Portland SW,2,300.5,45.507003,-122.670775,MN,BRIDGE,MARQUAM BRIDGE,9550,4,INJ,1233.00,16.33,Overcast,RAIN,0.0006,48.21,4.37,0.98,9,WET,DAY
1682496,2016-11-23,07:00:00,WEDNESDAY,Portland Bridges,2,300.5,45.507261,-122.670328,MN,BRIDGE,MARQUAM BRIDGE,9551,8,INJ,709.00,16.00,Light Rain,RAIN,0.0411,44.19,3.58,1,9,WET,DAWN
1682837,2016-11-29,17:00:00,TUESDAY,Portland Bridges,2,300.5,45.508903,-122.667508,MN,BRIDGE,MARQUAM BRIDGE,9453,8,INJ,1343.00,15.33,Mostly Cloudy,CLR,0,47.6,0.47,0.61,9,DRY,DLIT
1682866,2016-11-29,09:00:00,TUESDAY,Portland Bridges,2,300.5,45.507175,-122.670478,MN,INTER,MARQUAM BRIDGE,9551,,INJ,757.00,50.67,Overcast,RAIN,0,45.88,2.92,1,7,WET,DAY
1682888,2016-11-30,18:00:00,WEDNESDAY,Portland SE,2,300.5,45.509819,-122.666728,MN,BRIDGE,MARQUAM BRIDGE,9453,4,INJ,886.00,33.33,Mostly Cloudy,CLR,0,44.38,2.01,0.77,9,DRY,DLIT
1683023,2016-11-27,18:00:00,SUNDAY,Portland SW,2,299.5,45.495936,-122.673331,MN,STRGHT,PACIFIC HY I-5,9492,6,INJ,799.00,58.00,Drizzle,RAIN,0.0058,47.67,12.97,1,9,WET,DUSK
1683468,2016-12-20,14:00:00,TUESDAY,Portland SW,2,299.5,45.499692,-122.673039,MN,STRGHT,PACIFIC HY I-5,9492,4,INJ,1221.00,22.67,Overcast,CLR,0,51.27,0.91,0.9,9,DRY,DAY
1683729,2016-12-22,00:00:00,THURSDAY,Portland N,2,307.5,45.605822,-122.682067,MN,BRIDGE,PACIFIC HY I-5,9101,8,INJ,22.00,70.00,Mostly Cloudy,CLR,0,32.92,2.01,0.81,4,DRY,DAY
1683787,2016-12-29,13:00:00,THURSDAY,Portland N,2,302.5,45.539236,-122.670233,MN,STRGHT,PACIFIC HY I-5,9442,4,INJ,17773.00,57.50,Mostly Cloudy,CLR,0,40.82,2.92,0.8,8,DRY,DAY
1684108,2016-08-28,00:00:00,SUNDAY,Portland NE,2,302,45.531319,-122.665192,MN,STRGHT,PACIFIC HY I-5,9434,6,INJ,506.00,58.50,Partly Cloudy,UNK,0,61.89,0.66,0.37,9,UNK,DAY
1684560,2016-12-13,16:00:00,TUESDAY,Portland N,2,303.5,45.548694,-122.678528,MN,STRGHT,PACIFIC HY I-5,9424,8,INJ,759.00,10.67,Clear,CLR,0,37.95,8.96,0.03,9,DRY,DAY
1684752,2016-05-05,14:00:00,THURSDAY,Portland SW,2,299,45.491831,-122.673956,MN,STRGHT,PACIFIC HY I-5,9480,6,INJ,1627.00,42.67,Mostly Cloudy,CLR,0,64.59,1.65,0.81,9,DRY,DAY
1685851,2016-08-27,13:00:00,SATURDAY,Portland N,2,307,45.598408,-122.684228,MN,STRGHT,PACIFIC HY I-5,9901,6,INJ,1198.00,61.00,Clear,CLR,0,75.56,2.92,0,9,DRY,DAY
1685996,2016-09-19,05:00:00,MONDAY,Portland N,2,306,45.584833,-122.679453,MN,STRGHT,PACIFIC HY I-5,9414,6,INJ,793.00,61.67,Clear,CLR,0,51.76,0.72,0.11,9,DRY,DAWN
1686141,2016-10-11,08:00:00,TUESDAY,Portland NE,2,302,45.532125,-122.6653,MN,STRGHT,PACIFIC HY I-5,9434,6,INJ,1444.00,27.00,Mostly Cloudy,CLR,0,45.52,4.92,0.82,4,DRY,DAY
1686154,2016-10-17,14:00:00,MONDAY,Portland N,2,302.5,45.537725,-122.668953,MN,STRGHT,PACIFIC HY I-5,9433,6,INJ,0.00,,Possible Drizzle,CLR,0.0039,55.95,10.96,0.75,9,DRY,DAY
1686485,2016-11-14,14:00:00,MONDAY,Portland N,2,304,45.553983,-122.678508,MN,STRGHT,PACIFIC HY I-5,9428,8,INJ,1134.00,42.33,Drizzle,RAIN,0.0148,54.87,0.65,1,4,WET,DAY
1687679,2016-01-13,17:00:00,WEDNESDAY,Portland N,2,304.5,45.566689,-122.6785,MN,STRGHT,PACIFIC HY I-5,9422,6,PDO,388.00,50.67,Overcast,RAIN,0.0018,44.93,1.5,0.96,9,WET,DLIT
1687703,2016-01-13,13:00:00,WEDNESDAY,Portland N,2,308,45.615406,-122.676694,MN,BRIDGE,PACIFIC HY I-5,9456,3,PDO,1124.00,53.67,Light Rain,CLR,0.0224,45.65,0.8,1,9,DRY,DAY
1687792,2016-01-13,17:00:00,WEDNESDAY,Portland SW,2,300,45.503706,-122.6737,MN,STRGHT,NB EX MARQUAM BR,9491,2,PDO,246.00,7.00,Overcast,CLR,0.0018,44.93,1.5,0.96,9,DRY,DLIT
1687895,2016-01-30,15:00:00,SATURDAY,Portland N,2,308,45.617619,-122.675394,MN,BRIDGE,PACIFIC HY I-5,9457,3,PDO,1125.00,56.00,Drizzle,RAIN,0.011,43.71,2.92,1,7,WET,DAY
1687950,2016-01-08,15:00:00,FRIDAY,Portland N,2,306.5,45.590647,-122.682033,MN,STRGHT,PACIFIC HY I-5,9412,6,PDO,1075.00,62.00,Clear,CLR,0,47.41,1.72,0.09,9,DRY,DAY
1688136,2016-01-10,16:00:00,SUNDAY,Portland NE,2,302,45.533183,-122.665608,MN,STRGHT,PACIFIC HY I-5,9434,6,PDO,1411.00,49.50,Clear,CLR,0,45.34,7.7,0,9,DRY,DAY
1688227,2016-01-15,13:00:00,FRIDAY,Portland SE,2,300.5,45.512072,-122.667372,MN,STRGHT,PACIFIC HY I-5,9452,6,PDO,1233.00,50.33,Overcast,CLR,0,47.69,1.43,1,9,DRY,DAY
1688412,2016-01-17,19:00:00,SUNDAY,Portland SE,2,300.5,45.510889,-122.666731,MN,STRGHT,PACIFIC HY I-5,9452,4,PDO,627.00,51.67,Overcast,CLR,0,45.05,0.8,0.89,9,DRY,DLIT
1688582,2016-01-22,13:00:00,FRIDAY,Portland N,2,305.5,45.576375,-122.678508,MN,STRGHT,PACIFIC HY I-5,9416,6,PDO,1185.00,55.67,Mostly Cloudy,CLR,0,56.19,3.29,0.61,9,DRY,DAY
1688605,2016-01-27,17:00:00,WEDNESDAY,Portland N,2,303,45.542614,-122.673622,MN,BRIDGE,PACIFIC HY I-5,9454,6,PDO,914.00,21.00,Mostly Cloudy,CLR,0,55.95,4.92,0.64,9,DRY,DLIT
1689268,2016-01-29,10:00:00,FRIDAY,Portland SW,2,299.5,45.497408,-122.673261,MN,STRGHT,PACIFIC HY I-5,9492,6,PDO,1117.00,61.00,Possible Drizzle,CLR,0.0012,49.48,8.96,0.87,9,DRY,DAY
1689551,2016-01-18,13:00:00,MONDAY,Portland NE,2,302,45.530233,-122.665167,MN,STRGHT,PACIFIC HY I-5,9437,6,PDO,1470.00,30.00,Clear,CLR,0,51.14,1.33,0,9,DRY,DAY
1689559,2016-01-18,05:00:00,MONDAY,Portland Bridges,2,300.5,45.509819,-122.666728,MN,BRIDGE,MARQUAM BRIDGE,9453,3,PDO,687.00,40.33,Possible Drizzle,CLR,0.0019,43.84,0.86,0.88,9,WET,DLIT
1689777,2016-02-25,16:00:00,THURSDAY,Portland NE,2,302,45.528008,-122.665217,MN,BRIDGE,PACIFIC HY I-5,9437,6,PDO,1273.00,24.00,Clear,CLR,0,63.51,4.03,0.01,9,DRY,DAY
1690092,2016-02-05,16:00:00,FRIDAY,Portland N,2,305,45.570683,-122.678553,MN,STRGHT,PACIFIC HY I-5,9419,6,PDO,789.00,56.33,Mostly Cloudy,CLR,0,54.42,3.29,0.75,9,DRY,DAY
1690101,2016-02-05,19:00:00,FRIDAY,Portland SE,2,301,45.517886,-122.666786,MN,STRGHT,PACIFIC HY I-5,9449,4,PDO,565.00,50.00,Light Rain,UNK,0.0423,51.44,8.05,1,7,UNK,DLIT
1690294,2016-02-05,14:00:00,FRIDAY,Portland NE,2,302,45.531183,-122.665186,MN,STRGHT,PACIFIC HY I-5,9434,6,PDO,931.00,20.50,Clear,RAIN,0,52,1.91,0.06,9,WET,DAY
1690346,2016-02-05,03:00:00,FRIDAY,Portland NE,2,302,45.532125,-122.6653,MN,STRGHT,PACIFIC HY I-5,9434,6,PDO,217.00,59.00,Clear,CLR,0,43.62,0.94,0.18,9,DRY,DLIT
1690377,2016-02-02,10:00:00,TUESDAY,Portland Bridges,2,300.5,45.508208,-122.668692,MN,STRGHT,MARQUAM BRIDGE,9452,4,PDO,939.00,23.67,Partly Cloudy,CLR,0,39.74,0.99,0.32,9,DRY,DAY
1690471,2016-03-10,08:00:00,THURSDAY,Portland SW,2,300,45.502869,-122.673319,MN,STRGHT,NB EF MACADAM AV C4,9492,2,PDO,626.00,51.50,Possible Drizzle,RAIN,0.0044,50.91,8.96,0.79,9,WET,DAWN
1691016,2016-02-11,07:00:00,THURSDAY,Portland N,2,305,45.567972,-122.678503,MN,STRGHT,PACIFIC HY I-5,9422,6,PDO,903.00,18.33,Overcast,RAIN,0,52.72,4.03,1,9,WET,DAY
1691091,2016-02-15,18:00:00,MONDAY,Portland N,2,306.5,45.59385,-122.683378,MN,STRGHT,PACIFIC HY I-5,9901,6,PDO,583.00,62.00,Clear,CLR,0,55.88,2.01,0.22,9,DRY,DLIT
1691165,2016-02-15,17:00:00,MONDAY,Portland Bridges,2,300.5,45.507778,-122.669436,MN,BRIDGE,MARQUAM BRIDGE,9453,4,PDO,1091.00,52.67,Clear,CLR,0,59.37,1.31,0,9,DRY,DAY
1691244,2016-02-12,18:00:00,FRIDAY,Portland SW,2,299,45.492264,-122.673772,MN,STRGHT,PACIFIC HY I-5,9480,6,PDO,1336.00,54.33,Clear,CLR,0,51.84,4.92,0.15,9,DRY,DLIT
1691259,2016-02-12,06:00:00,FRIDAY,Portland N,2,304.5,45.566258,-122.678492,MN,STRGHT,PACIFIC HY I-5,9422,6,PDO,1363.00,33.67,Overcast,UNK,0,52.18,4.03,1,9,UNK,DLIT
1691288,2016-02-12,10:00:00,FRIDAY,Portland N,2,305.5,45.574483,-122.678536,MN,STRGHT,PACIFIC HY I-5,9418,8,PDO,794.00,22.67,Light Rain,RAIN,0.0201,54.87,1.26,1,2,WET,DAY
1691323,2016-02-12,16:00:00,FRIDAY,Portland N,2,303.5,45.552233,-122.678525,MN,STRGHT,PACIFIC HY I-5,9428,8,PDO,967.00,20.67,Mostly Cloudy,UNK,0.0004,56.49,2.35,0.76,9,UNK,DAY
1691541,2016-02-19,14:00:00,FRIDAY,Portland N,2,303.5,45.551106,-122.678542,MN,STRGHT,PACIFIC HY I-5,9428,8,PDO,1094.00,21.00,Drizzle,CLR,0.0043,46.6,6.28,1,9,DRY,DAY
1691622,2016-02-19,11:00:00,FRIDAY,Portland SE,2,300.5,45.510889,-122.666731,MN,STRGHT,PACIFIC HY I-5,9460,6,PDO,689.00,48.00,Drizzle,RAIN,0.0047,50.2,14.1,1,9,WET,DAY
1692132,2016-02-25,17:00:00,THURSDAY,Portland NE,2,302,45.530503,-122.665167,MN,STRGHT,PACIFIC HY I-5,9434,6,PDO,1166.00,29.00,Clear,CLR,0,62.26,6.93,0.01,9,DRY,DAY
1692472,2016-02-27,13:00:00,SATURDAY,Portland N,2,308,45.616708,-122.675936,MN,BRIDGE,PACIFIC HY I-5,9457,3,PDO,1229.00,52.67,Mostly Cloudy,CLR,0,55.95,8.05,0.77,9,DRY,DAY
1692902,2016-03-13,13:00:00,SUNDAY,Portland N,2,307.5,45.608347,-122.68085,MN,BRIDGE,PACIFIC HY I-5,9456,8,PDO,360.00,66.00,Light Rain,CLD,0.0264,50.01,12.07,0.86,9,WET,DAY
1693016,2016-02-21,14:00:00,SUNDAY,Portland N,2,308,45.617619,-122.675394,MN,BRIDGE,PACIFIC HY I-5,9456,3,PDO,796.00,52.00,Overcast,UNK,0,50.56,3.15,0.88,9,UNK,DAY
1693572,2016-03-09,15:00:00,WEDNESDAY,Portland N,2,303,45.540244,-122.6711,MN,STRGHT,PACIFIC HY I-5,9433,5,PDO,1021.00,7.50,Light Rain,RAIN,0.066,49.48,3.37,1,4,WET,DAY
1693606,2016-03-05,16:00:00,SATURDAY,Portland N,2,308,45.6095,-122.680136,MN,STRGHT,PACIFIC HY I-5,9456,6,PDO,994.00,52.00,Overcast,RAIN,0,61.18,4.97,0.92,9,WET,DAY
1693743,2016-03-10,13:00:00,THURSDAY,Portland N,2,308,45.616708,-122.675936,MN,BRIDGE,PACIFIC HY I-5,9456,3,PDO,987.00,52.67,Mostly Cloudy,RAIN,0.0071,53.08,2.92,0.81,7,WET,DAY
1693897,2016-03-07,16:00:00,MONDAY,Portland N,2,307,45.595536,-122.684083,MN,STRGHT,PACIFIC HY I-5,9901,6,PDO,833.00,64.33,Mostly Cloudy,CLR,0.0006,52.18,2.94,0.75,9,DRY,DAY
1693993,2016-03-11,16:00:00,FRIDAY,Portland SW,2,300.5,45.507089,-122.670625,MN,BRIDGE,MARQUAM BRIDGE,9550,4,PDO,541.00,30.00,Light Rain,RAIN,0.0166,51.44,4.03,1,9,WET,DAY
1694206,2016-03-07,11:00:00,MONDAY,Portland N,2,308,45.613322,-122.677925,MN,BRIDGE,PACIFIC HY I-5,9457,3,PDO,1021.00,54.67,Mostly Cloudy,CLR,0,48.75,3.9,0.87,9,DRY,DAY
1694265,2016-03-15,16:00:00,TUESDAY,Portland SE,2,301,45.515728,-122.667325,MN,STRGHT,PACIFIC HY I-5,9452,6,PDO,838.00,22.00,Light Rain,RAIN,0.0211,46.96,2.92,1,9,WET,DAY
1694618,2016-06-23,00:00:00,THURSDAY,Portland N,2,302.5,45.539236,-122.670233,MN,STRGHT,PACIFIC HY I-5,9442,5,PDO,191.00,45.00,Overcast,RAIN,0,62.7,0.56,1,9,WET,DAY
1694780,2016-06-23,17:00:00,THURSDAY,Portland Bridges,2,300.5,45.507864,-122.669286,MN,BRIDGE,MARQUAM BRIDGE,9452,4,PDO,998.00,34.00,Light Rain,RAIN,0.0828,60.82,2.22,1,5,WET,DAY
1694782,2016-06-23,17:00:00,THURSDAY,Portland N,2,304.5,45.562206,-122.678436,MN,STRGHT,PACIFIC HY I-5,9423,6,PDO,775.00,12.67,Light Rain,RAIN,0.0828,60.82,2.22,1,5,WET,DAY
1694974,2016-06-10,16:00:00,FRIDAY,Portland N,2,304.5,45.5625,-122.678439,MN,STRGHT,PACIFIC HY I-5,9423,6,PDO,1107.00,28.33,Possible Drizzle,RAIN,0.0043,61.2,5.09,0.92,8,WET,DAY
1694981,2016-06-11,02:00:00,SATURDAY,Portland N,2,304,45.555781,-122.678486,MN,STRGHT,PACIFIC HY I-5,9427,6,PDO,229.00,34.67,Overcast,UNK,0.0005,54.15,1.68,1,9,UNK,DLIT
1694982,2016-06-13,11:00:00,MONDAY,Portland N,2,302.5,45.538886,-122.669942,MN,STRGHT,PACIFIC HY I-5,9433,6,PDO,611.00,42.00,Overcast,CLD,0,60.28,0.91,1,9,DRY,DAY
1694992,2016-06-14,17:00:00,TUESDAY,Portland SW,2,299.5,45.497114,-122.673275,MN,STRGHT,PACIFIC HY I-5,9492,6,PDO,1285.00,27.67,Possible Drizzle,RAIN,0.0046,55.42,10.96,0.75,9,WET,DAY
1694999,2016-06-30,15:00:00,THURSDAY,Portland N,2,308,45.613064,-122.678081,MN,BRIDGE,PACIFIC HY I-5,9457,6,PDO,1190.00,53.67,Clear,CLR,0,75.25,3.06,0.01,9,DRY,DAY
1695038,2016-06-21,11:00:00,TUESDAY,Portland N,2,305.5,45.575939,-122.678517,MN,STRGHT,PACIFIC HY I-5,9418,6,PDO,1303.00,27.33,Mostly Cloudy,CLR,0,64.77,0.86,0.8,9,DRY,DAY
1695083,2016-06-26,18:00:00,SUNDAY,Portland N,2,306.5,45.592061,-122.682589,MN,STRGHT,PACIFIC HY I-5,9412,6,PDO,1020.00,62.67,Clear,CLR,0,85.31,8.96,0,9,DRY,DAY
1695253,2016-06-28,13:00:00,TUESDAY,Portland N,2,307.5,45.603739,-122.682756,MN,STRGHT,PACIFIC HY I-5,609,6,PDO,376.00,62.00,Clear,CLR,0,69.1,3.01,0,9,DRY,DAY
1695256,2016-06-28,08:00:00,TUESDAY,Portland SW,2,299,45.492119,-122.673831,MN,STRGHT,PACIFIC HY I-5,9480,6,PDO,1536.00,55.33,Mostly Cloudy,CLR,0,57.76,1.16,0.82,9,DRY,DAY
1696032,2016-07-12,14:00:00,TUESDAY,Portland N,2,307.5,45.609067,-122.680403,MN,STRGHT,PACIFIC HY I-5,9456,6,PDO,367.00,67.00,Overcast,CLR,0,69.82,2.92,1,9,DRY,DAY
1696372,2016-07-05,08:00:00,TUESDAY,Portland SE,2,301.5,45.521447,-122.665544,MN,INTER,PACIFIC HY I-5,9449,,PDO,1700.00,45.00,Overcast,CLR,0,58.47,0.61,0.99,9,DRY,DAY
1696533,2016-07-24,14:00:00,SUNDAY,Portland N,2,303.5,45.552394,-122.678522,MN,STRGHT,PACIFIC HY I-5,9428,8,PDO,1476.00,53.33,Clear,CLR,0,80.63,3.03,0,9,DRY,DAY
1696854,2016-06-25,15:00:00,SATURDAY,Portland N,2,305,45.573486,-122.678561,MN,STRGHT,PACIFIC HY I-5,9418,4,PDO,1288.00,43.67,Clear,CLR,0,74.74,3.98,0.1,9,DRY,DAY
1697177,2016-07-08,18:00:00,FRIDAY,Portland N,2,305,45.569114,-122.678508,MN,STRGHT,PACIFIC HY I-5,9422,6,PDO,996.00,57.33,Overcast,RAIN,0.0009,70.9,1.26,1,9,WET,DAY
1697367,2016-07-06,18:00:00,WEDNESDAY,Portland SW,2,299,45.493433,-122.673492,MN,STRGHT,PACIFIC HY I-5,9480,6,PDO,1362.00,55.33,Partly Cloudy,CLR,0,77.57,1.43,0.37,9,DRY,DAY
1697493,2016-07-15,20:00:00,FRIDAY,Portland N,2,307.5,45.6036,-122.682797,MN,STRGHT,PACIFIC HY I-5,9101,6,PDO,271.00,69.00,Clear,CLR,0,68.01,2.87,0.14,9,DRY,DUSK
1697700,2016-07-17,17:00:00,SUNDAY,Portland N,2,303,45.540506,-122.671322,MN,STRGHT,PACIFIC HY I-5,9442,4,PDO,1127.00,51.00,Overcast,CLR,0,71.8,2.92,1,9,DRY,DAY
1698196,2016-07-20,14:00:00,WEDNESDAY,Portland SW,2,299.5,45.493725,-122.673444,MN,STRGHT,PACIFIC HY I-5,9480,6,PDO,1477.00,35.00,Clear,CLR,0,78.85,2.5,0.01,9,DRY,DAY
1698472,2016-07-19,00:00:00,TUESDAY,Portland SW,2,299,45.491975,-122.673892,MN,STRGHT,PACIFIC HY I-5,9480,6,PDO,246.00,60.33,Mostly Cloudy,CLR,0,64.41,0.32,0.61,9,DRY,DAY
1698640,2016-07-23,01:00:00,SATURDAY,Portland Bridges,2,300.5,45.508208,-122.668692,MN,BRIDGE,MARQUAM BRIDGE,9453,4,PDO,178.00,52.33,Clear,CLR,0,61.35,0.36,0.15,9,DRY,DLIT
1698887,2016-11-11,07:00:00,FRIDAY,Portland N,2,302.5,45.539003,-122.670039,MN,STRGHT,PACIFIC HY I-5,9442,7,PDO,11735.00,60.50,Clear,FOG,0,51.44,0.44,0.24,8,DRY,DAY
1699060,2016-03-17,17:00:00,THURSDAY,Portland N,2,304,45.558053,-122.678464,MN,STRGHT,PACIFIC HY I-5,9427,4,PDO,1017.00,44.67,Clear,CLR,0,57.76,8.06,0.01,9,DRY,DAY
1699092,2016-07-26,14:00:00,TUESDAY,Portland N,2,305.5,45.575358,-122.678522,MN,STRGHT,PACIFIC HY I-5,9418,4,PDO,1074.00,53.00,Clear,CLR,0,76.64,2.34,0.01,9,DRY,DAY
1699184,2016-07-29,00:00:00,FRIDAY,Portland N,2,306,45.583986,-122.6791,MN,BRIDGE,PACIFIC HY I-5,9414,6,PDO,156.00,62.00,Clear,CLR,0,73.94,0.89,0,9,DRY,DAY
1699359,2016-07-28,17:00:00,THURSDAY,Portland SW,2,299,45.490192,-122.675033,MN,STRGHT,PACIFIC HY I-5,9480,6,PDO,1267.00,44.00,Clear,CLR,0,91.73,4.08,0,9,DRY,DAY
1699377,2016-03-19,00:00:00,SATURDAY,Portland NE,2,302,45.529961,-122.665169,MN,STRGHT,PACIFIC HY I-5,9437,6,PDO,417.00,57.50,Mostly Cloudy,CLR,0,53.1,8.05,0.6,9,DRY,DAY
1699448,2016-07-27,13:00:00,WEDNESDAY,Portland N,2,308,45.610944,-122.679308,MN,STRGHT,PACIFIC HY I-5,9456,6,PDO,1105.00,50.67,Clear,CLR,0,73.42,2.08,0,9,DRY,DAY
1699485,2016-03-21,16:00:00,MONDAY,Portland N,2,304.5,45.563539,-122.678444,MN,INTER,PACIFIC HY I-5,9423,,PDO,1027.00,55.67,Light Rain,RAIN,0.0167,50.37,4.61,1,9,WET,DAY
1699549,2016-03-22,15:00:00,TUESDAY,Portland SE,2,300.5,45.50995,-122.666683,MN,BRIDGE,PACIFIC HY I-5,9460,4,PDO,845.00,41.67,Overcast,CLR,0.0019,52.9,4.03,1,9,DRY,DAY
1699824,2016-07-30,13:00:00,SATURDAY,Portland N,2,308,45.613453,-122.677844,MN,STRGHT,PACIFIC HY I-5,9457,6,PDO,966.00,51.67,Clear,CLR,0,73.42,4.92,0,9,DRY,DAY
1699841,2016-07-31,18:00:00,SUNDAY,Portland N,2,307.5,45.609067,-122.680403,MN,STRGHT,PACIFIC HY I-5,9456,6,PDO,302.00,68.00,Clear,CLR,0,73.42,2.83,0,9,DRY,DAY
1699867,2016-08-05,15:00:00,FRIDAY,Portland SW,2,299.5,45.494019,-122.673419,MN,STRGHT,PACIFIC HY I-5,9480,6,PDO,1147.00,44.33,Clear,CLR,0,77.93,6.03,0,9,DRY,DAY
1699977,2016-08-05,17:00:00,FRIDAY,Portland N,2,305,45.570539,-122.678553,MN,STRGHT,PACIFIC HY I-5,9419,4,PDO,997.00,56.67,Clear,CLR,0,79,8.96,0,9,DRY,DAY
1700000,2016-08-06,13:00:00,SATURDAY,Portland N,2,302.5,45.539236,-122.670233,MN,STRGHT,PACIFIC HY I-5,9433,4,PDO,430.00,21.00,Clear,CLR,0,70.21,2.69,0.19,9,DRY,DAY
1700008,2016-08-07,11:00:00,SUNDAY,Portland N,2,302.5,45.536792,-122.668183,MN,STRGHT,PACIFIC HY I-5,9433,6,PDO,427.00,30.00,Overcast,CLR,0,63.16,6.03,0.88,9,DRY,DAY
1700058,2016-08-06,18:00:00,SATURDAY,Portland N,2,306.5,45.592828,-122.682925,MN,STRGHT,PACIFIC HY I-5,9901,6,PDO,946.00,62.00,Clear,CLR,0,73.57,2.95,0,9,DRY,DAY
1700085,2016-08-23,13:00:00,TUESDAY,Portland SW,2,299.5,45.497408,-122.673261,MN,STRGHT,PACIFIC HY I-5,9492,6,PDO,1529.00,56.33,Clear,CLR,0,73.07,4.92,0,9,DRY,DAY
1700235,2016-03-28,14:00:00,MONDAY,Portland N,2,308,45.611667,-122.678894,MN,STRGHT,PACIFIC HY I-5,9457,6,PDO,1011.00,56.00,Mostly Cloudy,UNK,0,52.53,3.72,0.75,9,UNK,DAY
1700282,2016-08-08,16:00:00,MONDAY,Portland NE,2,302,45.530775,-122.665172,MN,STRGHT,PACIFIC HY I-5,9434,6,PDO,1071.00,16.50,Mostly Cloudy,CLR,0.0013,66.57,2.92,0.81,9,DRY,DAY
1700309,2016-08-01,11:00:00,MONDAY,Portland N,2,303.5,45.552394,-122.678522,MN,STRGHT,PACIFIC HY I-5,9428,8,PDO,1252.00,38.67,Overcast,CLR,0,59.91,1.71,1,9,DRY,DAY
1700338,2016-03-18,16:00:00,FRIDAY,Portland N,2,303.5,45.550786,-122.678539,MN,STRGHT,PACIFIC HY I-5,9428,8,PDO,711.00,16.50,Clear,CLR,0,58.11,5.96,0,9,DRY,DAY
1700453,2016-03-30,15:00:00,WEDNESDAY,Portland N,2,308,45.614492,-122.677225,MN,BRIDGE,PACIFIC HY I-5,9457,6,PDO,1068.00,56.67,Clear,CLR,0,71.73,2.28,0.01,9,DRY,DAY
1700458,2016-08-02,19:00:00,TUESDAY,Portland N,2,308,45.610514,-122.679556,MN,STRGHT,PACIFIC HY I-5,9456,6,PDO,462.00,57.67,Clear,CLR,0,71.07,6.03,0.21,9,DRY,DAY
1700502,2016-03-30,13:00:00,WEDNESDAY,Portland N,2,307,45.601519,-122.683403,MN,INTER,PACIFIC HY I-5,609,,PDO,1023.00,62.67,Clear,UNK,0,65.11,2.21,0.01,9,UNK,DAY
1700608,2016-08-10,19:00:00,WEDNESDAY,Portland SW,2,299.5,45.496819,-122.673289,MN,STRGHT,PACIFIC HY I-5,9492,6,PDO,828.00,60.67,Clear,CLR,0,77.57,1.36,0.03,9,DRY,DAY
1700769,2016-04-02,15:00:00,SATURDAY,Portland N,2,308,45.612531,-122.6784,MN,STRGHT,PACIFIC HY I-5,9457,6,PDO,1180.00,54.33,Clear,CLR,0,65.49,1.33,0.06,9,DRY,DAY
1700821,2016-08-14,18:00:00,SUNDAY,Portland NE,2,302,45.531725,-122.665225,MN,STRGHT,PACIFIC HY I-5,9434,6,PDO,686.00,54.50,Clear,CLR,0,84.59,3.23,0,9,DRY,DAY
1700958,2016-09-27,17:00:00,TUESDAY,Portland SW,2,300,45.504136,-122.673814,MN,STRGHT,NB EF MACADAM AV C4,9492,2,PDO,838.00,46.00,Clear,CLR,0,71.62,4.76,0.12,9,DRY,DAY
1701026,2016-08-15,17:00:00,MONDAY,Portland N,2,305,45.572947,-122.678572,MN,STRGHT,PACIFIC HY I-5,9419,5,PDO,1049.00,58.00,Clear,CLR,0,83.84,3.11,0,9,DRY,DAY
1701151,2016-08-12,00:00:00,FRIDAY,Portland SW,2,299.5,45.494903,-122.673372,MN,STRGHT,PACIFIC HY I-5,9480,6,PDO,222.00,62.00,Clear,CLR,0,72.99,4.92,0,9,DRY,DAY
1701190,2016-04-06,18:00:00,WEDNESDAY,Portland NE,2,302,45.533183,-122.665608,MN,STRGHT,PACIFIC HY I-5,9434,4,PDO,1272.00,43.50,Clear,UNK,0,73.23,2.47,0.06,9,DRY,DAY
1701251,2016-08-20,10:00:00,SATURDAY,Portland Bridges,2,300.5,45.508294,-122.668542,MN,BRIDGE,MARQUAM BRIDGE,9453,8,PDO,1323.00,50.00,Clear,CLR,0,77.57,0.78,0,9,DRY,DAY
1701329,2016-08-15,14:00:00,MONDAY,Portland N,2,302.5,45.536675,-122.668086,MN,STRGHT,PACIFIC HY I-5,9433,6,PDO,469.00,14.00,Clear,CLR,0,79.34,4.92,0,9,DRY,DAY
1701368,2016-04-11,13:00:00,MONDAY,Portland N,2,302.5,45.535628,-122.667208,MN,STRGHT,PACIFIC HY I-5,9433,4,PDO,614.00,43.00,Overcast,CLR,0,56.31,1.42,1,9,DRY,DAY
1701429,2016-08-16,19:00:00,TUESDAY,Portland N,2,305.5,45.576375,-122.678508,MN,STRGHT,PACIFIC HY I-5,9416,4,PDO,752.00,58.33,Clear,CLR,0,83.3,8.96,0,9,DRY,DAY
1701553,2016-04-14,11:00:00,THURSDAY,Portland SE,2,301.5,45.521586,-122.665517,MN,STRGHT,PACIFIC HY I-5,9449,4,PDO,1312.00,37.00,Light Rain,RAIN,0.0172,47.14,3.72,1,8,WET,DAY
