crashid,date,hour,day,city_section,highwayid,milepost,lat,lon,road_type,road_desc,street_name,isect_num,lane_quantity,vehicleid,partic_type,age,gender,vehicle_type,striking_vehicle,collision_type,crash_severity,injury_severity,vehicle_movement,vehicle_direction,volume,speed,weather1,weather2,precip,temp,wind,cloud,visibility,road_cond,light_cond,speeding,alcohol,drug
1676790,2016-09-10,15:00:00,SATURDAY,Portland SE,2,300.5,45.511153,-122.666828,MN,INTER,PACIFIC HY I-5,9452,,3165810,DRVR,45,2,PSNGR CAR,f,REAR,INJ,NONE,STRGHT,N,1352.00,50.33,Clear,CLR,0,83.27,2.47,0.01,9,DRY,DAY,f,f,f
1705469,2016-09-13,15:00:00,TUESDAY,Portland SW,2,299.5,45.494903,-122.673372,MN,STRGHT,PACIFIC HY I-5,9482,6,3218524,DRVR,0,9,PSNGR CAR,f,REAR,PDO,NONE,STRGHT,N,1426.00,26.33,Clear,CLR,0,77.57,6.03,0,9,DRY,DAY,f,f,f
1705469,2016-09-13,15:00:00,TUESDAY,Portland SW,2,299.5,45.494903,-122.673372,MN,STRGHT,PACIFIC HY I-5,9482,6,3218523,DRVR,0,9,PSNGR CAR,t,REAR,PDO,NONE,STRGHT,N,1426.00,26.33,Clear,CLR,0,77.57,6.03,0,9,DRY,DAY,f,f,f
1656988,2016-01-12,08:00:00,TUESDAY,Portland N,2,308,45.610944,-122.679308,MN,STRGHT,PACIFIC HY I-5,9456,6,3128366,DRVR,46,2,PSNGR CAR,f,REAR,INJ,INJC,STOP,N,1380.00,28.00,Light Rain,RAIN,0.0188,42.13,1.98,1,8,WET,DAY,f,f,f
1687703,2016-01-13,13:00:00,WEDNESDAY,Portland N,2,308,45.615406,-122.676694,MN,BRIDGE,PACIFIC HY I-5,9456,3,3186816,DRVR,0,9,SEMI TOW,t,SS-O,PDO,NONE,STRGHT,N,1124.00,53.67,Light Rain,CLR,0.0224,45.65,0.8,1,9,DRY,DAY,f,f,f
1706641,2016-09-14,18:00:00,WEDNESDAY,Portland SE,2,300.5,45.510889,-122.666731,MN,STRGHT,PACIFIC HY I-5,9460,6,3220655,DRVR,0,9,PSNGR CAR,f,REAR,PDO,NONE,STOP,N,1222.00,37.33,Clear,CLR,0,77.6,4.03,0,9,DRY,DAY,f,f,f
1706641,2016-09-14,18:00:00,WEDNESDAY,Portland SE,2,300.5,45.510889,-122.666731,MN,STRGHT,PACIFIC HY I-5,9460,6,3220654,DRVR,0,9,PSNGR CAR,t,REAR,PDO,NONE,STRGHT,N,1222.00,37.33,Clear,CLR,0,77.6,4.03,0,9,DRY,DAY,f,f,f
1687703,2016-01-13,13:00:00,WEDNESDAY,Portland N,2,308,45.615406,-122.676694,MN,BRIDGE,PACIFIC HY I-5,9456,3,3186817,DRVR,0,9,PSNGR CAR,f,SS-O,PDO,NONE,STRGHT,N,1124.00,53.67,Light Rain,CLR,0.0224,45.65,0.8,1,9,DRY,DAY,f,f,f
1706760,2016-09-15,13:00:00,THURSDAY,Portland N,2,308,45.616317,-122.676164,MN,BRIDGE,PACIFIC HY I-5,9457,6,3220880,DRVR,0,9,PSNGR CAR,f,REAR,PDO,NONE,STOP,N,1057.00,54.00,Clear,CLR,0,69.64,2.92,0,9,DRY,DAY,f,f,f
1706760,2016-09-15,13:00:00,THURSDAY,Portland N,2,308,45.616317,-122.676164,MN,BRIDGE,PACIFIC HY I-5,9457,6,3220879,DRVR,0,9,PSNGR CAR,t,REAR,PDO,NONE,STRGHT,N,1057.00,54.00,Clear,CLR,0,69.64,2.92,0,9,DRY,DAY,f,f,f
1677669,2016-09-15,17:00:00,THURSDAY,Portland N,2,307.5,45.608203,-122.680939,MN,BRIDGE,PACIFIC HY I-5,9456,8,3167501,DRVR,25,9,PSNGR CAR,f,SS-O,INJ,NONE,STRGHT,N,333.00,67.00,Clear,CLR,0,77.02,1.13,0,9,DRY,DAY,f,f,f
1677669,2016-09-15,17:00:00,THURSDAY,Portland N,2,307.5,45.608203,-122.680939,MN,BRIDGE,PACIFIC HY I-5,9456,8,3167500,DRVR,31,1,PSNGR CAR,t,SS-O,INJ,INJC,STRGHT,N,333.00,67.00,Clear,CLR,0,77.02,1.13,0,9,DRY,DAY,f,f,f
1687792,2016-01-13,17:00:00,WEDNESDAY,Portland SW,2,300,45.503706,-122.6737,MN,STRGHT,NB EX MARQUAM BR,9491,2,3186975,DRVR,0,9,PSNGR CAR,f,REAR,PDO,NONE,STOP,N,246.00,7.00,Overcast,CLR,0.0018,44.93,1.5,0.96,9,DRY,DLIT,f,f,f
1687792,2016-01-13,17:00:00,WEDNESDAY,Portland SW,2,300,45.503706,-122.6737,MN,STRGHT,NB EX MARQUAM BR,9491,2,3186974,DRVR,0,9,PSNGR CAR,t,REAR,PDO,NONE,STRGHT,N,246.00,7.00,Overcast,CLR,0.0018,44.93,1.5,0.96,9,DRY,DLIT,f,f,f
1657370,2016-01-15,16:00:00,FRIDAY,Portland N,2,303.5,45.552233,-122.678525,MN,STRGHT,PACIFIC HY I-5,9428,8,3129070,DRVR,17,1,PSNGR CAR,f,REAR,INJ,INJC,STRGHT,N,1264.00,39.33,Overcast,CLR,0,48.25,0.66,1,9,DRY,DAY,f,f,f
1657370,2016-01-15,16:00:00,FRIDAY,Portland N,2,303.5,45.552233,-122.678525,MN,STRGHT,PACIFIC HY I-5,9428,8,3129069,DRVR,24,1,PSNGR CAR,t,REAR,INJ,NONE,STRGHT,N,1264.00,39.33,Overcast,CLR,0,48.25,0.66,1,9,DRY,DAY,f,f,f
1658141,2016-01-19,14:00:00,TUESDAY,Portland SW,2,299.5,45.497408,-122.673261,MN,STRGHT,NB EX MARQUAM BR,323,6,3130476,DRVR,23,1,PSNGR CAR,t,SS-O,INJ,INJA,STRGHT,N,1266.00,36.00,Light Rain,RAIN,0.0384,44.22,1.19,1,7,WET,DAY,f,f,f
1678464,2016-09-21,07:00:00,WEDNESDAY,Portland SE,2,300.5,45.511153,-122.666828,MN,INTER,PACIFIC HY I-5,9460,,3169062,DRVR,0,2,PSNGR CAR,f,REAR,INJ,NONE,STOP,NE,1431.00,51.00,Overcast,CLR,0,51.44,0.34,0.95,9,DRY,DAWN,f,f,f
1678464,2016-09-21,07:00:00,WEDNESDAY,Portland SE,2,300.5,45.511153,-122.666828,MN,INTER,PACIFIC HY I-5,9460,,3169064,DRVR,27,2,PSNGR CAR,f,REAR,INJ,INJC,STOP,NE,1431.00,51.00,Overcast,CLR,0,51.44,0.34,0.95,9,DRY,DAWN,f,f,f
1678464,2016-09-21,07:00:00,WEDNESDAY,Portland SE,2,300.5,45.511153,-122.666828,MN,INTER,PACIFIC HY I-5,9460,,3169063,DRVR,0,1,PSNGR CAR,f,REAR,INJ,NONE,STOP,NE,1431.00,51.00,Overcast,CLR,0,51.44,0.34,0.95,9,DRY,DAWN,f,f,f
1678464,2016-09-21,07:00:00,WEDNESDAY,Portland SE,2,300.5,45.511153,-122.666828,MN,INTER,PACIFIC HY I-5,9460,,3169061,DRVR,28,2,PSNGR CAR,t,REAR,INJ,INJC,STRGHT,NE,1431.00,51.00,Overcast,CLR,0,51.44,0.34,0.95,9,DRY,DAWN,f,f,f
1707421,2016-09-21,09:00:00,WEDNESDAY,Portland N,2,308,45.617619,-122.675394,MN,BRIDGE,PACIFIC HY I-5,9457,3,3222075,DRVR,0,9,UNKNOWN,f,REAR,PDO,NONE,STOP,N,905.00,31.33,Overcast,UNK,0,52,0.53,0.91,9,UNK,DAY,f,f,f
1707421,2016-09-21,09:00:00,WEDNESDAY,Portland N,2,308,45.617619,-122.675394,MN,BRIDGE,PACIFIC HY I-5,9457,3,3222074,DRVR,0,9,UNKNOWN,t,REAR,PDO,NONE,STRGHT,N,905.00,31.33,Overcast,UNK,0,52,0.53,0.91,9,UNK,DAY,f,f,f
1676549,2016-09-24,11:00:00,SATURDAY,Portland Bridges,2,300.5,45.508467,-122.668244,MN,BRIDGE,MARQUAM BRIDGE,9453,4,3165344,DRVR,55,1,MTRCYCLE,t,REAR,INJ,INJB,STRGHT,E,1112.00,49.67,Overcast,CLR,0,52.72,0.73,1,9,DRY,DAY,f,f,f
1676549,2016-09-24,11:00:00,SATURDAY,Portland Bridges,2,300.5,45.508467,-122.668244,MN,BRIDGE,MARQUAM BRIDGE,9453,4,3165345,DRVR,33,1,PSNGR CAR,f,REAR,INJ,NONE,STOP,E,1112.00,49.67,Overcast,CLR,0,52.72,0.73,1,9,DRY,DAY,f,f,f
1678693,2016-09-24,13:00:00,SATURDAY,Portland N,2,302.5,45.538769,-122.669844,MN,INTER,PACIFIC HY I-5,9433,,3169503,DRVR,20,1,PSNGR CAR,t,REAR,INJ,NONE,STRGHT,NW,0.00,,Clear,CLR,0,61.96,1.55,0.26,9,DRY,DAY,f,f,f
1678693,2016-09-24,13:00:00,SATURDAY,Portland N,2,302.5,45.538769,-122.669844,MN,INTER,PACIFIC HY I-5,9433,,3169504,DRVR,28,2,PSNGR CAR,f,REAR,INJ,INJC,STRGHT,NW,0.00,,Clear,CLR,0,61.96,1.55,0.26,9,DRY,DAY,f,f,f
1658141,2016-01-19,14:00:00,TUESDAY,Portland SW,2,299.5,45.497408,-122.673261,MN,STRGHT,NB EX MARQUAM BR,323,6,3130478,DRVR,59,1,OTH BUS,f,SS-O,INJ,NONE,STRGHT,N,1266.00,36.00,Light Rain,RAIN,0.0384,44.22,1.19,1,7,WET,DAY,f,f,f
1658141,2016-01-19,14:00:00,TUESDAY,Portland SW,2,299.5,45.497408,-122.673261,MN,STRGHT,NB EX MARQUAM BR,323,6,3130477,DRVR,28,1,PSNGR CAR,f,SS-O,INJ,NONE,STRGHT,N,1266.00,36.00,Light Rain,RAIN,0.0384,44.22,1.19,1,7,WET,DAY,f,f,f
1688582,2016-01-22,13:00:00,FRIDAY,Portland N,2,305.5,45.576375,-122.678508,MN,STRGHT,PACIFIC HY I-5,9416,6,3188404,DRVR,0,9,SEMI TOW,f,REAR,PDO,NONE,STOP,N,1185.00,55.67,Mostly Cloudy,CLR,0,56.19,3.29,0.61,9,DRY,DAY,f,f,f
1675915,2016-09-25,15:00:00,SUNDAY,Portland N,2,308,45.609792,-122.679967,MN,INTER,PACIFIC HY I-5,9456,,3164047,PSNG,13,2,PSNGR CAR,f,REAR,INJ,INJC,STOP,N,1077.00,55.67,Clear,CLR,0,77.93,2.89,0,9,DRY,DAY,f,f,f
1675915,2016-09-25,15:00:00,SUNDAY,Portland N,2,308,45.609792,-122.679967,MN,INTER,PACIFIC HY I-5,9456,,3164047,DRVR,16,2,PSNGR CAR,f,REAR,INJ,INJC,STOP,N,1077.00,55.67,Clear,CLR,0,77.93,2.89,0,9,DRY,DAY,f,f,f
1675915,2016-09-25,15:00:00,SUNDAY,Portland N,2,308,45.609792,-122.679967,MN,INTER,PACIFIC HY I-5,9456,,3164046,DRVR,71,2,PSNGR CAR,t,REAR,INJ,NONE,STRGHT,N,1077.00,55.67,Clear,CLR,0,77.93,2.89,0,9,DRY,DAY,f,f,f
1676179,2016-09-26,16:00:00,MONDAY,Portland Bridges,2,300.5,45.508208,-122.668692,MN,BRIDGE,MARQUAM BRIDGE,9551,8,3164579,DRVR,29,2,PSNGR CAR,t,REAR,INJ,NONE,STRGHT,E,1027.00,52.33,Clear,CLR,0,86.36,0.91,0,9,DRY,DAY,f,f,f
1676179,2016-09-26,16:00:00,MONDAY,Portland Bridges,2,300.5,45.508208,-122.668692,MN,BRIDGE,MARQUAM BRIDGE,9551,8,3164580,DRVR,28,1,PSNGR CAR,f,REAR,INJ,INJC,STOP,E,1027.00,52.33,Clear,CLR,0,86.36,0.91,0,9,DRY,DAY,f,f,f
1688582,2016-01-22,13:00:00,FRIDAY,Portland N,2,305.5,45.576375,-122.678508,MN,STRGHT,PACIFIC HY I-5,9416,6,3188403,DRVR,0,9,PSNGR CAR,t,REAR,PDO,NONE,STRGHT,N,1185.00,55.67,Mostly Cloudy,CLR,0,56.19,3.29,0.61,9,DRY,DAY,f,f,f
1688605,2016-01-27,17:00:00,WEDNESDAY,Portland N,2,303,45.542614,-122.673622,MN,BRIDGE,PACIFIC HY I-5,9454,6,3188446,DRVR,0,9,PSNGR CAR,t,REAR,PDO,NONE,STRGHT,NW,914.00,21.00,Mostly Cloudy,CLR,0,55.95,4.92,0.64,9,DRY,DLIT,f,f,f
1708322,2016-09-30,14:00:00,FRIDAY,Portland N,2,308,45.616447,-122.676086,MN,BRIDGE,PACIFIC HY I-5,9457,6,3223744,DRVR,0,9,PSNGR CAR,f,REAR,PDO,NONE,STOP,N,1008.00,55.67,Clear,CLR,0,64.96,2.92,0.01,9,DRY,DAY,f,f,f
1708322,2016-09-30,14:00:00,FRIDAY,Portland N,2,308,45.616447,-122.676086,MN,BRIDGE,PACIFIC HY I-5,9457,6,3223743,DRVR,0,9,PSNGR CAR,t,REAR,PDO,NONE,STRGHT,N,1008.00,55.67,Clear,CLR,0,64.96,2.92,0.01,9,DRY,DAY,f,f,f
1688605,2016-01-27,17:00:00,WEDNESDAY,Portland N,2,303,45.542614,-122.673622,MN,BRIDGE,PACIFIC HY I-5,9454,6,3188447,DRVR,0,9,PSNGR CAR,f,REAR,PDO,NONE,STOP,NW,914.00,21.00,Mostly Cloudy,CLR,0,55.95,4.92,0.64,9,DRY,DLIT,f,f,f
1679500,2016-01-28,15:00:00,THURSDAY,Portland N,2,305,45.568117,-122.678503,MN,STRGHT,PACIFIC HY I-5,9422,6,3171030,PSNG,2,1,PSNGR CAR,t,REAR,INJ,NO<5,STRGHT,N,1143.00,57.33,Partly Cloudy,CLR,0,58.11,6.03,0.46,9,DRY,DAY,f,f,f
1710501,2016-10-07,08:00:00,FRIDAY,Portland N,2,307,45.595536,-122.684083,MN,STRGHT,PACIFIC HY I-5,9901,6,3227673,DRVR,0,9,PSNGR CAR,f,SS-O,PDO,NONE,STRGHT,N,593.00,10.67,Possible Drizzle,CLD,0.0049,55.77,2.21,1,9,WET,DAY,t,f,f
1710501,2016-10-07,08:00:00,FRIDAY,Portland N,2,307,45.595536,-122.684083,MN,STRGHT,PACIFIC HY I-5,9901,6,3227672,DRVR,0,9,PSNGR CAR,t,SS-O,PDO,NONE,STRGHT,N,593.00,10.67,Possible Drizzle,CLD,0.0049,55.77,2.21,1,9,WET,DAY,t,f,f
1679500,2016-01-28,15:00:00,THURSDAY,Portland N,2,305,45.568117,-122.678503,MN,STRGHT,PACIFIC HY I-5,9422,6,3171031,DRVR,42,1,PSNGR CAR,f,REAR,INJ,INJC,STOP,N,1143.00,57.33,Partly Cloudy,CLR,0,58.11,6.03,0.46,9,DRY,DAY,f,f,f
1679500,2016-01-28,15:00:00,THURSDAY,Portland N,2,305,45.568117,-122.678503,MN,STRGHT,PACIFIC HY I-5,9422,6,3171033,PSNG,32,2,PSNGR CAR,f,REAR,INJ,INJC,STOP,N,1143.00,57.33,Partly Cloudy,CLR,0,58.11,6.03,0.46,9,DRY,DAY,f,f,f
1679500,2016-01-28,15:00:00,THURSDAY,Portland N,2,305,45.568117,-122.678503,MN,STRGHT,PACIFIC HY I-5,9422,6,3171032,DRVR,22,2,PSNGR CAR,f,REAR,INJ,INJC,STOP,N,1143.00,57.33,Partly Cloudy,CLR,0,58.11,6.03,0.46,9,DRY,DAY,f,f,f
1679500,2016-01-28,15:00:00,THURSDAY,Portland N,2,305,45.568117,-122.678503,MN,STRGHT,PACIFIC HY I-5,9422,6,3171033,PSNG,1,1,PSNGR CAR,f,REAR,INJ,NO<5,STOP,N,1143.00,57.33,Partly Cloudy,CLR,0,58.11,6.03,0.46,9,DRY,DAY,f,f,f
1679500,2016-01-28,15:00:00,THURSDAY,Portland N,2,305,45.568117,-122.678503,MN,STRGHT,PACIFIC HY I-5,9422,6,3171030,DRVR,34,2,PSNGR CAR,t,REAR,INJ,NONE,STRGHT,N,1143.00,57.33,Partly Cloudy,CLR,0,58.11,6.03,0.46,9,DRY,DAY,f,f,f
1679500,2016-01-28,15:00:00,THURSDAY,Portland N,2,305,45.568117,-122.678503,MN,STRGHT,PACIFIC HY I-5,9422,6,3171033,DRVR,38,1,PSNGR CAR,f,REAR,INJ,INJC,STOP,N,1143.00,57.33,Partly Cloudy,CLR,0,58.11,6.03,0.46,9,DRY,DAY,f,f,f
1687895,2016-01-30,15:00:00,SATURDAY,Portland N,2,308,45.617619,-122.675394,MN,BRIDGE,PACIFIC HY I-5,9457,3,3187144,DRVR,0,9,PSNGR CAR,t,REAR,PDO,NONE,STRGHT,N,1125.00,56.00,Drizzle,RAIN,0.011,43.71,2.92,1,7,WET,DAY,f,f,f
1678995,2016-10-11,15:00:00,TUESDAY,Portland SE,2,300.5,45.510758,-122.666689,MN,BRIDGE,PACIFIC HY I-5,9460,4,3170075,DRVR,31,1,PSNGR CAR,f,REAR,INJ,NONE,STRGHT,N,825.00,50.00,Clear,CLR,0,62.97,5.19,0,9,DRY,DAY,f,f,f
1678995,2016-10-11,15:00:00,TUESDAY,Portland SE,2,300.5,45.510758,-122.666689,MN,BRIDGE,PACIFIC HY I-5,9460,4,3170074,PSNG,1,1,PSNGR CAR,f,REAR,INJ,NO<5,STRGHT,N,825.00,50.00,Clear,CLR,0,62.97,5.19,0,9,DRY,DAY,f,f,f
1678995,2016-10-11,15:00:00,TUESDAY,Portland SE,2,300.5,45.510758,-122.666689,MN,BRIDGE,PACIFIC HY I-5,9460,4,3170074,PSNG,3,1,PSNGR CAR,f,REAR,INJ,NO<5,STRGHT,N,825.00,50.00,Clear,CLR,0,62.97,5.19,0,9,DRY,DAY,f,f,f
1678995,2016-10-11,15:00:00,TUESDAY,Portland SE,2,300.5,45.510758,-122.666689,MN,BRIDGE,PACIFIC HY I-5,9460,4,3170074,DRVR,27,2,PSNGR CAR,f,REAR,INJ,INJC,STRGHT,N,825.00,50.00,Clear,CLR,0,62.97,5.19,0,9,DRY,DAY,f,f,f
1678995,2016-10-11,15:00:00,TUESDAY,Portland SE,2,300.5,45.510758,-122.666689,MN,BRIDGE,PACIFIC HY I-5,9460,4,3170073,DRVR,18,1,PSNGR CAR,t,REAR,INJ,NONE,STRGHT,N,825.00,50.00,Clear,CLR,0,62.97,5.19,0,9,DRY,DAY,f,f,f
1680395,2016-10-11,17:00:00,TUESDAY,Portland SW,2,299.5,45.497261,-122.673267,MN,STRGHT,PACIFIC HY I-5,9492,6,3172777,DRVR,46,1,PSNGR CAR,f,REAR,INJ,INJC,STOP,N,1403.00,25.00,Clear,CLR,0,63.51,8.05,0,9,DRY,DAY,f,f,f
1680395,2016-10-11,17:00:00,TUESDAY,Portland SW,2,299.5,45.497261,-122.673267,MN,STRGHT,PACIFIC HY I-5,9492,6,3172776,DRVR,26,2,PSNGR CAR,t,REAR,INJ,NONE,STRGHT,N,1403.00,25.00,Clear,CLR,0,63.51,8.05,0,9,DRY,DAY,f,f,f
1687895,2016-01-30,15:00:00,SATURDAY,Portland N,2,308,45.617619,-122.675394,MN,BRIDGE,PACIFIC HY I-5,9457,3,3187145,DRVR,0,9,PSNGR CAR,f,REAR,PDO,NONE,STRGHT,N,1125.00,56.00,Drizzle,RAIN,0.011,43.71,2.92,1,7,WET,DAY,f,f,f
1690346,2016-02-05,03:00:00,FRIDAY,Portland NE,2,302,45.532125,-122.6653,MN,STRGHT,PACIFIC HY I-5,9434,6,3191627,DRVR,0,9,PSNGR CAR,t,SS-O,PDO,NONE,STRGHT,NW,217.00,59.00,Clear,CLR,0,43.62,0.94,0.18,9,DRY,DLIT,f,f,f
1706638,2016-10-13,16:00:00,THURSDAY,Portland N,2,307,45.59895,-122.684089,MN,STRGHT,PACIFIC HY I-5,609,6,3220648,DRVR,0,9,PSNGR CAR,t,REAR,PDO,NONE,STRGHT,N,736.00,26.33,Rain,RAIN,0.1018,55.95,1.11,1,3,WET,DAY,f,f,f
1706638,2016-10-13,16:00:00,THURSDAY,Portland N,2,307,45.59895,-122.684089,MN,STRGHT,PACIFIC HY I-5,609,6,3220649,DRVR,0,9,PSNGR CAR,f,REAR,PDO,NONE,STOP,N,736.00,26.33,Rain,RAIN,0.1018,55.95,1.11,1,3,WET,DAY,f,f,f
1709854,2016-10-16,03:00:00,SUNDAY,Portland SE,2,300.5,45.510889,-122.666731,MN,BRIDGE,PACIFIC HY I-5,9452,4,3226529,DRVR,0,9,PSNGR CAR,t,FIX,PDO,NONE,STRGHT,N,105.00,53.33,Possible Drizzle,RAIN,0.0028,53.61,3.88,0.86,9,WET,DLIT,t,f,f
1679160,2016-10-16,16:00:00,SUNDAY,Portland SE,2,301.5,45.521447,-122.665544,MN,INTER,PACIFIC HY I-5,9449,,3170378,DRVR,39,1,PSNGR CAR,t,TURN,INJ,NONE,TURN-R,N,1430.00,50.00,Light Rain,RAIN,0.0283,53.98,1.69,1,9,WET,DAY,f,f,f
1679160,2016-10-16,16:00:00,SUNDAY,Portland SE,2,301.5,45.521447,-122.665544,MN,INTER,PACIFIC HY I-5,9449,,3170379,DRVR,24,2,PSNGR CAR,f,TURN,INJ,INJC,STRGHT,N,1430.00,50.00,Light Rain,RAIN,0.0283,53.98,1.69,1,9,WET,DAY,f,f,f
1686154,2016-10-17,14:00:00,MONDAY,Portland N,2,302.5,45.537725,-122.668953,MN,STRGHT,PACIFIC HY I-5,9433,6,3183979,DRVR,42,1,PSNGR CAR,f,SS-O,INJ,INJB,STRGHT,NW,0.00,,Possible Drizzle,CLR,0.0039,55.95,10.96,0.75,9,DRY,DAY,f,f,f
1686154,2016-10-17,14:00:00,MONDAY,Portland N,2,302.5,45.537725,-122.668953,MN,STRGHT,PACIFIC HY I-5,9433,6,3183977,DRVR,40,1,PSNGR CAR,t,SS-O,INJ,NONE,STRGHT,NW,0.00,,Possible Drizzle,CLR,0.0039,55.95,10.96,0.75,9,DRY,DAY,f,f,f
1686154,2016-10-17,14:00:00,MONDAY,Portland N,2,302.5,45.537725,-122.668953,MN,STRGHT,PACIFIC HY I-5,9433,6,3183978,DRVR,42,1,PSNGR CAR,f,SS-O,INJ,NONE,STRGHT,NW,0.00,,Possible Drizzle,CLR,0.0039,55.95,10.96,0.75,9,DRY,DAY,f,f,f
1690346,2016-02-05,03:00:00,FRIDAY,Portland NE,2,302,45.532125,-122.6653,MN,STRGHT,PACIFIC HY I-5,9434,6,3191628,DRVR,0,9,PSNGR CAR,f,SS-O,PDO,NONE,STRGHT,NW,217.00,59.00,Clear,CLR,0,43.62,0.94,0.18,9,DRY,DLIT,f,f,f
1690294,2016-02-05,14:00:00,FRIDAY,Portland NE,2,302,45.531183,-122.665186,MN,STRGHT,PACIFIC HY I-5,9434,6,3191535,DRVR,0,9,PSNGR CAR,t,REAR,PDO,NONE,STRGHT,N,931.00,20.50,Clear,RAIN,0,52,1.91,0.06,9,WET,DAY,f,f,f
1690294,2016-02-05,14:00:00,FRIDAY,Portland NE,2,302,45.531183,-122.665186,MN,STRGHT,PACIFIC HY I-5,9434,6,3191536,DRVR,0,9,PSNGR CAR,f,REAR,PDO,NONE,STOP,N,931.00,20.50,Clear,RAIN,0,52,1.91,0.06,9,WET,DAY,f,f,f
1690092,2016-02-05,16:00:00,FRIDAY,Portland N,2,305,45.570683,-122.678553,MN,STRGHT,PACIFIC HY I-5,9419,6,3191168,DRVR,0,9,PSNGR CAR,f,REAR,PDO,NONE,STRGHT,N,789.00,56.33,Mostly Cloudy,CLR,0,54.42,3.29,0.75,9,DRY,DAY,f,f,f
1690092,2016-02-05,16:00:00,FRIDAY,Portland N,2,305,45.570683,-122.678553,MN,STRGHT,PACIFIC HY I-5,9419,6,3191167,DRVR,0,9,PSNGR CAR,t,REAR,PDO,NONE,STRGHT,N,789.00,56.33,Mostly Cloudy,CLR,0,54.42,3.29,0.75,9,DRY,DAY,f,f,f
1659160,2016-02-08,17:00:00,MONDAY,Portland N,2,302.5,45.535858,-122.667408,MN,STRGHT,PACIFIC HY I-5,9433,6,3132344,DRVR,32,1,PSNGR CAR,f,REAR,INJ,INJC,STOP,NW,208.00,14.00,Clear,CLR,0,60.45,5.25,0,9,DRY,DAY,f,f,f
1679992,2016-10-19,14:00:00,WEDNESDAY,Portland N,2,308,45.6095,-122.680136,MN,STRGHT,PACIFIC HY I-5,9456,4,3171955,DRVR,0,1,PSNGR CAR,f,SS-O,INJ,NONE,STRGHT,N,1026.00,55.67,Mostly Cloudy,CLR,0,58.11,4.92,0.62,9,DRY,DAY,f,f,f
1679992,2016-10-19,14:00:00,WEDNESDAY,Portland N,2,308,45.6095,-122.680136,MN,STRGHT,PACIFIC HY I-5,9456,4,3171954,DRVR,26,2,PSNGR CAR,f,SS-O,INJ,NONE,STRGHT,N,1026.00,55.67,Mostly Cloudy,CLR,0,58.11,4.92,0.62,9,DRY,DAY,f,f,f
1679992,2016-10-19,14:00:00,WEDNESDAY,Portland N,2,308,45.6095,-122.680136,MN,STRGHT,PACIFIC HY I-5,9456,4,3171953,DRVR,23,1,PSNGR CAR,t,SS-O,INJ,INJC,STRGHT,N,1026.00,55.67,Mostly Cloudy,CLR,0,58.11,4.92,0.62,9,DRY,DAY,f,f,f
1679976,2016-10-19,15:00:00,WEDNESDAY,Portland N,2,306.5,45.592317,-122.6827,MN,STRGHT,PACIFIC HY I-5,9412,6,3171925,DRVR,56,2,PSNGR CAR,f,REAR,INJ,INJC,STRGHT,N,831.00,61.00,Overcast,CLR,0,58.47,6.03,1,9,DRY,DAY,f,f,f
1679976,2016-10-19,15:00:00,WEDNESDAY,Portland N,2,306.5,45.592317,-122.6827,MN,STRGHT,PACIFIC HY I-5,9412,6,3171924,DRVR,0,1,PSNGR CAR,t,REAR,INJ,NONE,STRGHT,N,831.00,61.00,Overcast,CLR,0,58.47,6.03,1,9,DRY,DAY,f,f,f
1710694,2016-10-22,15:00:00,SATURDAY,Portland N,2,307.5,45.605256,-122.68225,MN,STRGHT,PACIFIC HY I-5,9101,6,3228022,DRVR,0,9,PSNGR CAR,f,REAR,PDO,NONE,STOP,N,420.00,67.00,Clear,CLR,0,61.72,2.44,0,9,DRY,DAY,f,f,f
1710694,2016-10-22,15:00:00,SATURDAY,Portland N,2,307.5,45.605256,-122.68225,MN,STRGHT,PACIFIC HY I-5,9101,6,3228021,DRVR,0,9,PSNGR CAR,t,REAR,PDO,NONE,STRGHT,N,420.00,67.00,Clear,CLR,0,61.72,2.44,0,9,DRY,DAY,f,f,f
1659160,2016-02-08,17:00:00,MONDAY,Portland N,2,302.5,45.535858,-122.667408,MN,STRGHT,PACIFIC HY I-5,9433,6,3132343,DRVR,49,2,PSNGR CAR,f,REAR,INJ,INJC,STOP,NW,208.00,14.00,Clear,CLR,0,60.45,5.25,0,9,DRY,DAY,f,f,f
1659160,2016-02-08,17:00:00,MONDAY,Portland N,2,302.5,45.535858,-122.667408,MN,STRGHT,PACIFIC HY I-5,9433,6,3132342,DRVR,22,1,PSNGR CAR,t,REAR,INJ,NONE,STRGHT,NW,208.00,14.00,Clear,CLR,0,60.45,5.25,0,9,DRY,DAY,f,f,f
1659160,2016-02-08,17:00:00,MONDAY,Portland N,2,302.5,45.535858,-122.667408,MN,STRGHT,PACIFIC HY I-5,9433,6,3132345,DRVR,35,2,PSNGR CAR,f,REAR,INJ,INJC,STOP,NW,208.00,14.00,Clear,CLR,0,60.45,5.25,0,9,DRY,DAY,f,f,f
1691016,2016-02-11,07:00:00,THURSDAY,Portland N,2,305,45.567972,-122.678503,MN,STRGHT,PACIFIC HY I-5,9422,6,3192769,DRVR,0,9,PSNGR CAR,t,SS-O,PDO,NONE,STRGHT,N,903.00,18.33,Overcast,RAIN,0,52.72,4.03,1,9,WET,DAY,t,f,f
