crashid,date,hour,day,city_section,highwayid,compass,milepost,lat,lon,road_type,road_char,street_name,isect_num,isect_name,lane_quantity,vehicle_id,partic_type,age,gender,vehicle_type,striking_vehicle,collision_type,crash_severity,injury_severity,vehicle_movement,vehicle_direction,weather,road_cond,light_cond,speeding,alcohol,drug
1642319,2016-01-17,17:00:00,SUNDAY,Portland SW,1,N,299.28,45.493892,-122.673636,MN,STRGHT,PACIFIC HY I-5,9481,SB EF HOOD AVE C2,6,3101244,DRVR,56,2,PSNGR CAR,1,PED,FAT,NONE,STRGHT,S,CLD,DRY,DLIT,0,0,0
1642319,2016-01-17,17:00:00,SUNDAY,Portland SW,1,N,299.28,45.493892,-122.673636,MN,STRGHT,PACIFIC HY I-5,9481,SB EF HOOD AVE C2,6,,PED,68,1,,0,PED,FAT,KILL,,,CLD,DRY,DLIT,0,0,0
1659627,2016-04-05,5:00:00,TUESDAY,Portland SE,1,NW,301.1,45.517614,-122.665625,CN,BRIDGE,NB ENFR MORRISON ST,160,SE MOR/BRG MORRISON RMP,1,3133217,DRVR,48,1,MTRCYCLE,1,FIX,FAT,KILL,STRGHT,NW,CLD,DRY,DARK,1,0,0
1664621,2016-06-05,16:00:00,SUNDAY,Portland N,1,S,307.9,45.611722,-122.679153,MN,BRIDGE,PACIFIC HY I-5,9458,SB EX JANTZN BCH C4,6,3142689,DRVR,44,1,PSNGR CAR,1,REAR,FAT,KILL,STRGHT,S,CLR,DRY,DAY,0,0,0
1664621,2016-06-05,16:00:00,SUNDAY,Portland N,1,S,307.9,45.611722,-122.679153,MN,BRIDGE,PACIFIC HY I-5,9458,SB EX JANTZN BCH C4,6,3142690,DRVR,79,2,PSNGR CAR,0,REAR,FAT,INJA,STRGHT,S,CLR,DRY,DAY,0,0,0
1664621,2016-06-05,16:00:00,SUNDAY,Portland N,1,S,307.9,45.611722,-122.679153,MN,BRIDGE,PACIFIC HY I-5,9458,SB EX JANTZN BCH C4,6,3142690,PSNG,54,2,PSNGR CAR,0,REAR,FAT,INJA,STRGHT,S,CLR,DRY,DAY,0,0,0
1664621,2016-06-05,16:00:00,SUNDAY,Portland N,1,S,307.9,45.611722,-122.679153,MN,BRIDGE,PACIFIC HY I-5,9458,SB EX JANTZN BCH C4,6,3142691,DRVR,51,1,SEMI TOW,0,REAR,FAT,NONE,STRGHT,S,CLR,DRY,DAY,0,0,0
1664621,2016-06-05,16:00:00,SUNDAY,Portland N,1,S,307.9,45.611722,-122.679153,MN,BRIDGE,PACIFIC HY I-5,9458,SB EX JANTZN BCH C4,6,3142692,DRVR,46,2,PSNGR CAR,0,REAR,FAT,INJC,STOP,S,CLR,DRY,DAY,0,0,0
1664621,2016-06-05,16:00:00,SUNDAY,Portland N,1,S,307.9,45.611722,-122.679153,MN,BRIDGE,PACIFIC HY I-5,9458,SB EX JANTZN BCH C4,6,3142692,PSNG,14,2,PSNGR CAR,0,REAR,FAT,INJC,STOP,S,CLR,DRY,DAY,0,0,0
1656019,2016-01-02,1:00:00,SATURDAY,Portland NE,1,CN,302.28,45.534369,-122.665719,CN,INTER,NE WEIDLER ST,9434,NB EX WEIDLER C1,,3126578,DRVR,37,1,PSNGR CAR,1,ANGL,INJ,INJC,STRGHT,N,CLR,DRY,DLIT,0,0,0
1656019,2016-01-02,1:00:00,SATURDAY,Portland NE,1,CN,302.28,45.534369,-122.665719,CN,INTER,NE WEIDLER ST,9434,NB EX WEIDLER C1,,3126578,PSNG,33,1,PSNGR CAR,1,ANGL,INJ,INJC,STRGHT,N,CLR,DRY,DLIT,0,0,0
1656019,2016-01-02,1:00:00,SATURDAY,Portland NE,1,CN,302.28,45.534369,-122.665719,CN,INTER,NE WEIDLER ST,9434,NB EX WEIDLER C1,,3126578,PSNG,11,1,PSNGR CAR,1,ANGL,INJ,INJC,STRGHT,N,CLR,DRY,DLIT,0,0,0
1656019,2016-01-02,1:00:00,SATURDAY,Portland NE,1,CN,302.28,45.534369,-122.665719,CN,INTER,NE WEIDLER ST,9434,NB EX WEIDLER C1,,3126579,DRVR,54,1,PSNGR CAR,0,ANGL,INJ,INJC,STRGHT,W,CLR,DRY,DLIT,0,0,0
1655977,2016-01-02,14:00:00,SATURDAY,Portland N,1,N,302.54,45.537758,-122.669192,MN,STRGHT,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,6,3126496,DRVR,0,9,UNKNOWN,1,SS-O,INJ,NONE,STRGHT,S,CLR,DRY,DAY,0,0,0
1655977,2016-01-02,14:00:00,SATURDAY,Portland N,1,N,302.54,45.537758,-122.669192,MN,STRGHT,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,6,3126497,DRVR,20,1,PSNGR CAR,0,SS-O,INJ,NONE,STRGHT,S,CLR,DRY,DAY,0,0,0
1655977,2016-01-02,14:00:00,SATURDAY,Portland N,1,N,302.54,45.537758,-122.669192,MN,STRGHT,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,6,3126498,DRVR,30,1,PSNGR CAR,0,SS-O,INJ,INJC,STRGHT,S,CLR,DRY,DAY,0,0,0
1655977,2016-01-02,14:00:00,SATURDAY,Portland N,1,N,302.54,45.537758,-122.669192,MN,STRGHT,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,6,3126498,PSNG,31,2,PSNGR CAR,0,SS-O,INJ,INJC,STRGHT,S,CLR,DRY,DAY,0,0,0
1655870,2016-01-02,14:00:00,SATURDAY,Portland N,1,N,308.26,45.616508,-122.676411,MN,BRIDGE,PACIFIC HY I-5,9458,SB EX JANTZN BCH C4,3,3126304,DRVR,20,1,PSNGR CAR,1,REAR,INJ,NONE,STRGHT,S,CLR,DRY,DAY,0,0,0
1655870,2016-01-02,14:00:00,SATURDAY,Portland N,1,N,308.26,45.616508,-122.676411,MN,BRIDGE,PACIFIC HY I-5,9458,SB EX JANTZN BCH C4,3,3126305,DRVR,45,2,PSNGR CAR,0,REAR,INJ,NONE,STOP,S,CLR,DRY,DAY,0,0,0
1655870,2016-01-02,14:00:00,SATURDAY,Portland N,1,N,308.26,45.616508,-122.676411,MN,BRIDGE,PACIFIC HY I-5,9458,SB EX JANTZN BCH C4,3,3126305,PSNG,18,2,PSNGR CAR,0,REAR,INJ,INJC,STOP,S,CLR,DRY,DAY,0,0,0
1655870,2016-01-02,14:00:00,SATURDAY,Portland N,1,N,308.26,45.616508,-122.676411,MN,BRIDGE,PACIFIC HY I-5,9458,SB EX JANTZN BCH C4,3,3126306,DRVR,0,1,PSNGR CAR,0,REAR,INJ,NONE,STRGHT,S,CLR,DRY,DAY,0,0,0
1655870,2016-01-02,14:00:00,SATURDAY,Portland N,1,N,308.26,45.616508,-122.676411,MN,BRIDGE,PACIFIC HY I-5,9458,SB EX JANTZN BCH C4,3,3126307,DRVR,19,2,PSNGR CAR,0,REAR,INJ,INJC,STRGHT,S,CLR,DRY,DAY,0,0,0
1655870,2016-01-02,14:00:00,SATURDAY,Portland N,1,N,308.26,45.616508,-122.676411,MN,BRIDGE,PACIFIC HY I-5,9458,SB EX JANTZN BCH C4,3,3126307,PSNG,13,1,PSNGR CAR,0,REAR,INJ,INJC,STRGHT,S,CLR,DRY,DAY,0,0,0
1655870,2016-01-02,14:00:00,SATURDAY,Portland N,1,N,308.26,45.616508,-122.676411,MN,BRIDGE,PACIFIC HY I-5,9458,SB EX JANTZN BCH C4,3,3126307,PSNG,19,2,PSNGR CAR,0,REAR,INJ,INJB,STRGHT,S,CLR,DRY,DAY,0,0,0
1655870,2016-01-02,14:00:00,SATURDAY,Portland N,1,N,308.26,45.616508,-122.676411,MN,BRIDGE,PACIFIC HY I-5,9458,SB EX JANTZN BCH C4,3,3126307,PSNG,17,2,PSNGR CAR,0,REAR,INJ,INJC,STRGHT,S,CLR,DRY,DAY,0,0,0
1655870,2016-01-02,14:00:00,SATURDAY,Portland N,1,N,308.26,45.616508,-122.676411,MN,BRIDGE,PACIFIC HY I-5,9458,SB EX JANTZN BCH C4,3,3126308,DRVR,25,1,PSNGR CAR,0,REAR,INJ,NONE,STRGHT,S,CLR,DRY,DAY,0,0,0
1656383,2016-01-03,8:00:00,SUNDAY,Portland N,1,SE,303.34,45.546933,-122.678439,MN,CURVE,PACIFIC HY I-5,9430,SB EX FREMONT BR,4,3127252,DRVR,24,2,PSNGR CAR,1,FIX,INJ,INJB,STRGHT,SE,SNOW,ICE,DAY,1,0,0
1656396,2016-01-04,22:00:00,MONDAY,Portland N,1,SE,303.5,45.549219,-122.678753,MN,STRGHT,PACIFIC HY I-5,9430,SB EX FREMONT BR,8,3127277,DRVR,37,1,PSNGR CAR,1,REAR,INJ,NONE,STRGHT,SE,RAIN,WET,DLIT,1,0,0
1656396,2016-01-04,22:00:00,MONDAY,Portland N,1,SE,303.5,45.549219,-122.678753,MN,STRGHT,PACIFIC HY I-5,9430,SB EX FREMONT BR,8,3127278,DRVR,60,2,PSNGR CAR,0,REAR,INJ,INJC,STRGHT,SE,RAIN,WET,DLIT,1,0,0
1656674,2016-01-08,10:00:00,FRIDAY,Portland N,2,SE,302.58,45.537608,-122.668858,MN,STRGHT,PACIFIC HY I-5,9433,NB EF WILLIAMS C2,6,3127784,DRVR,34,1,PSNGR CAR,1,REAR,INJ,NONE,STRGHT,NW,CLR,DRY,DAY,0,0,0
1656674,2016-01-08,10:00:00,FRIDAY,Portland N,2,SE,302.58,45.537608,-122.668858,MN,STRGHT,PACIFIC HY I-5,9433,NB EF WILLIAMS C2,6,3127785,DRVR,56,1,PSNGR CAR,0,REAR,INJ,NONE,STOP,NW,CLR,DRY,DAY,0,0,0
1656674,2016-01-08,10:00:00,FRIDAY,Portland N,2,SE,302.58,45.537608,-122.668858,MN,STRGHT,PACIFIC HY I-5,9433,NB EF WILLIAMS C2,6,3127785,PSNG,55,2,PSNGR CAR,0,REAR,INJ,INJC,STOP,NW,CLR,DRY,DAY,0,0,0
1656773,2016-01-09,17:00:00,SATURDAY,Portland SW,2,S,299.48,45.497114,-122.673275,MN,STRGHT,PACIFIC HY I-5,9492,NB EX MARQUAM BR,6,3127965,DRVR,22,1,PSNGR CAR,1,REAR,INJ,NONE,STRGHT,N,CLR,DRY,DARK,1,0,0
1656773,2016-01-09,17:00:00,SATURDAY,Portland SW,2,S,299.48,45.497114,-122.673275,MN,STRGHT,PACIFIC HY I-5,9492,NB EX MARQUAM BR,6,3127966,DRVR,49,2,PSNGR CAR,0,REAR,INJ,INJC,STRGHT,N,CLR,DRY,DARK,1,0,0
1656773,2016-01-09,17:00:00,SATURDAY,Portland SW,2,S,299.48,45.497114,-122.673275,MN,STRGHT,PACIFIC HY I-5,9492,NB EX MARQUAM BR,6,3127966,PSNG,49,2,PSNGR CAR,0,REAR,INJ,INJC,STRGHT,N,CLR,DRY,DARK,1,0,0
1656988,2016-01-12,8:00:00,TUESDAY,Portland N,2,S,307.85,45.610944,-122.679308,MN,STRGHT,PACIFIC HY I-5,9456,NB EX JANTZN BCH C1,6,3128365,DRVR,0,9,UNKNOWN,1,REAR,INJ,NONE,STRGHT,N,RAIN,WET,DAY,0,0,0
1656988,2016-01-12,8:00:00,TUESDAY,Portland N,2,S,307.85,45.610944,-122.679308,MN,STRGHT,PACIFIC HY I-5,9456,NB EX JANTZN BCH C1,6,3128366,DRVR,46,2,PSNGR CAR,0,REAR,INJ,INJC,STOP,N,RAIN,WET,DAY,0,0,0
1657024,2016-01-12,13:00:00,TUESDAY,Portland Bridges,2,E,300.28,45.507175,-122.670478,MN,BRIDGE,MARQUAM BRIDGE,9453,NB EXTO PAC HY I-5,4,3128430,DRVR,46,1,TRUCK,1,SS-O,INJ,NONE,STRGHT,W,RAIN,WET,DAY,0,0,0
1657024,2016-01-12,13:00:00,TUESDAY,Portland Bridges,2,E,300.28,45.507175,-122.670478,MN,BRIDGE,MARQUAM BRIDGE,9453,NB EXTO PAC HY I-5,4,3128431,DRVR,39,1,SEMI TOW,0,SS-O,INJ,INJC,STRGHT,W,RAIN,WET,DAY,0,0,0
1683140,2016-01-12,14:00:00,TUESDAY,Portland N,1,NW,306.13,45.586989,-122.679461,CN,CURVE,NB EX COL BLVD C1,9413,SB EF COL BLVD C2,1,3178111,DRVR,40,1,SEMI TOW,1,FIX,INJ,INJC,STRGHT,SE,RAIN,WET,DAY,1,0,0
1657252,2016-01-14,5:00:00,THURSDAY,Portland NE,1,N,301.73,45.525956,-122.665436,MN,STRGHT,PACIFIC HY I-5,9448,SB EX MORRISN BR C7,6,3128846,DRVR,45,2,PSNGR CAR,1,SS-O,INJ,INJC,STRGHT,S,RAIN,WET,DARK,0,0,0
1657252,2016-01-14,5:00:00,THURSDAY,Portland NE,1,N,301.73,45.525956,-122.665436,MN,STRGHT,PACIFIC HY I-5,9448,SB EX MORRISN BR C7,6,3128847,DRVR,59,1,SEMI TOW,0,SS-O,INJ,NONE,STRGHT,S,RAIN,WET,DARK,0,0,0
1683342,2016-01-15,5:00:00,FRIDAY,Portland N,1,N,305.15,45.573064,-122.678742,MN,STRGHT,PACIFIC HY I-5,9420,SB EX PTLD BLVD C3,4,3178493,DRVR,35,2,PSNGR CAR,1,FIX,INJ,INJC,STRGHT,S,RAIN,WET,DLIT,0,0,0
1657370,2016-01-15,16:00:00,FRIDAY,Portland N,2,S,303.72,45.552233,-122.678525,MN,STRGHT,PACIFIC HY I-5,9428,NB EX MISSOURI C1,8,3129069,DRVR,24,1,PSNGR CAR,1,REAR,INJ,NONE,STRGHT,N,CLR,DRY,DAY,0,0,0
1657370,2016-01-15,16:00:00,FRIDAY,Portland N,2,S,303.72,45.552233,-122.678525,MN,STRGHT,PACIFIC HY I-5,9428,NB EX MISSOURI C1,8,3129070,DRVR,17,1,PSNGR CAR,0,REAR,INJ,INJC,STRGHT,N,CLR,DRY,DAY,0,0,0
1657503,2016-01-17,7:00:00,SUNDAY,Portland Bridges,1,NE,300.36,45.507844,-122.669319,MN,BRIDGE,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,5,3129295,DRVR,29,2,PSNGR CAR,1,FIX,INJ,INJB,STRGHT,SW,RAIN,WET,DLIT,1,1,0
1657812,2016-01-17,19:00:00,SUNDAY,Portland Bridges,1,NE,300.42,45.508406,-122.668347,MN,BRIDGE,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,3,3129874,DRVR,20,1,PSNGR CAR,1,REAR,INJ,INJC,STRGHT,SW,RAIN,WET,DLIT,0,0,0
1657812,2016-01-17,19:00:00,SUNDAY,Portland Bridges,1,NE,300.42,45.508406,-122.668347,MN,BRIDGE,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,3,3129875,DRVR,40,1,PSNGR CAR,0,REAR,INJ,INJC,STOP,SW,RAIN,WET,DLIT,0,0,0
1657812,2016-01-17,19:00:00,SUNDAY,Portland Bridges,1,NE,300.42,45.508406,-122.668347,MN,BRIDGE,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,3,3129875,PSNG,12,2,PSNGR CAR,0,REAR,INJ,INJC,STOP,SW,RAIN,WET,DLIT,0,0,0
1657812,2016-01-17,19:00:00,SUNDAY,Portland Bridges,1,NE,300.42,45.508406,-122.668347,MN,BRIDGE,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,3,3129875,PSNG,15,1,PSNGR CAR,0,REAR,INJ,INJC,STOP,SW,RAIN,WET,DLIT,0,0,0
1658067,2016-01-19,0:00:00,TUESDAY,Portland N,1,NW,302.36,45.535533,-122.667342,MN,STRGHT,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,6,3130336,DRVR,59,1,PSNGR CAR,1,REAR,INJ,INJB,STRGHT,SE,RAIN,WET,DAY,1,0,0
1658067,2016-01-19,0:00:00,TUESDAY,Portland N,1,NW,302.36,45.535533,-122.667342,MN,STRGHT,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,6,3130337,DRVR,34,2,PSNGR CAR,0,REAR,INJ,INJB,STOP,SE,RAIN,WET,DAY,1,0,0
1658141,2016-01-19,14:00:00,TUESDAY,Portland SW,2,N,299.5,45.497408,-122.673261,MN,STRGHT,NB EX MARQUAM BR,323,STADIUM FY,6,3130476,DRVR,23,1,PSNGR CAR,1,SS-O,INJ,INJA,STRGHT,N,RAIN,WET,DAY,0,0,0
1658141,2016-01-19,14:00:00,TUESDAY,Portland SW,2,N,299.5,45.497408,-122.673261,MN,STRGHT,NB EX MARQUAM BR,323,STADIUM FY,6,3130477,DRVR,28,1,PSNGR CAR,0,SS-O,INJ,NONE,STRGHT,N,RAIN,WET,DAY,0,0,0
1658141,2016-01-19,14:00:00,TUESDAY,Portland SW,2,N,299.5,45.497408,-122.673261,MN,STRGHT,NB EX MARQUAM BR,323,STADIUM FY,6,3130478,DRVR,59,1,OTH BUS,0,SS-O,INJ,NONE,STRGHT,N,RAIN,WET,DAY,0,0,0
1658473,2016-01-22,23:00:00,FRIDAY,Portland N,1,N,305.82,45.582761,-122.678864,MN,STRGHT,PACIFIC HY I-5,9413,SB EF COL BLVD C2,4,3131088,DRVR,23,1,PSNGR CAR,1,SS-O,INJ,NONE,STRGHT,S,CLR,DRY,DLIT,1,1,0
1658473,2016-01-22,23:00:00,FRIDAY,Portland N,1,N,305.82,45.582761,-122.678864,MN,STRGHT,PACIFIC HY I-5,9413,SB EF COL BLVD C2,4,3131088,PSNG,25,1,PSNGR CAR,1,SS-O,INJ,INJB,STRGHT,S,CLR,DRY,DLIT,1,1,0
1658473,2016-01-22,23:00:00,FRIDAY,Portland N,1,N,305.82,45.582761,-122.678864,MN,STRGHT,PACIFIC HY I-5,9413,SB EF COL BLVD C2,4,3131089,DRVR,24,1,PSNGR CAR,0,SS-O,INJ,NONE,STRGHT,S,CLR,DRY,DLIT,1,1,0
1657574,2016-01-26,7:00:00,TUESDAY,Portland N,1,N,302.72,45.539944,-122.671036,MN,STRGHT,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,6,3129427,DRVR,62,1,PSNGR CAR,1,REAR,INJ,NONE,STRGHT,S,RAIN,WET,DAY,0,0,0
1657574,2016-01-26,7:00:00,TUESDAY,Portland N,1,N,302.72,45.539944,-122.671036,MN,STRGHT,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,6,3129428,DRVR,54,2,PSNGR CAR,0,REAR,INJ,INJC,STOP,S,RAIN,WET,DAY,0,0,0
1679500,2016-01-28,15:00:00,THURSDAY,Portland N,2,N,304.82,45.568117,-122.678503,MN,STRGHT,PACIFIC HY I-5,9422,NB EX PTLD BLVD C1,6,3171030,DRVR,34,2,PSNGR CAR,1,REAR,INJ,NONE,STRGHT,N,CLR,DRY,DAY,0,0,0
1679500,2016-01-28,15:00:00,THURSDAY,Portland N,2,N,304.82,45.568117,-122.678503,MN,STRGHT,PACIFIC HY I-5,9422,NB EX PTLD BLVD C1,6,3171030,PSNG,2,1,PSNGR CAR,1,REAR,INJ,NO<5,STRGHT,N,CLR,DRY,DAY,0,0,0
1679500,2016-01-28,15:00:00,THURSDAY,Portland N,2,N,304.82,45.568117,-122.678503,MN,STRGHT,PACIFIC HY I-5,9422,NB EX PTLD BLVD C1,6,3171031,DRVR,42,1,PSNGR CAR,0,REAR,INJ,INJC,STOP,N,CLR,DRY,DAY,0,0,0
1679500,2016-01-28,15:00:00,THURSDAY,Portland N,2,N,304.82,45.568117,-122.678503,MN,STRGHT,PACIFIC HY I-5,9422,NB EX PTLD BLVD C1,6,3171032,DRVR,22,2,PSNGR CAR,0,REAR,INJ,INJC,STOP,N,CLR,DRY,DAY,0,0,0
1679500,2016-01-28,15:00:00,THURSDAY,Portland N,2,N,304.82,45.568117,-122.678503,MN,STRGHT,PACIFIC HY I-5,9422,NB EX PTLD BLVD C1,6,3171033,DRVR,38,1,PSNGR CAR,0,REAR,INJ,INJC,STOP,N,CLR,DRY,DAY,0,0,0
1679500,2016-01-28,15:00:00,THURSDAY,Portland N,2,N,304.82,45.568117,-122.678503,MN,STRGHT,PACIFIC HY I-5,9422,NB EX PTLD BLVD C1,6,3171033,PSNG,32,2,PSNGR CAR,0,REAR,INJ,INJC,STOP,N,CLR,DRY,DAY,0,0,0
1679500,2016-01-28,15:00:00,THURSDAY,Portland N,2,N,304.82,45.568117,-122.678503,MN,STRGHT,PACIFIC HY I-5,9422,NB EX PTLD BLVD C1,6,3171033,PSNG,1,1,PSNGR CAR,0,REAR,INJ,NO<5,STOP,N,CLR,DRY,DAY,0,0,0
1657920,2016-01-28,16:00:00,THURSDAY,Portland Bridges,2,N,300.3,45.507347,-122.670181,MN,BRIDGE,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,4,3130066,DRVR,34,1,PSNGR CAR,1,REAR,INJ,NONE,STRGHT,S,CLR,DRY,DAY,0,0,0
1657920,2016-01-28,16:00:00,THURSDAY,Portland Bridges,2,N,300.3,45.507347,-122.670181,MN,BRIDGE,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,4,3130067,DRVR,42,1,PSNGR CAR,0,REAR,INJ,INJC,STOP,S,CLR,DRY,DAY,0,0,0
1657612,2016-01-29,15:00:00,FRIDAY,Portland SE,1,S,301.23,45.519494,-122.665922,CN,STRGHT,NB EF MORRISN BR C3,9451,NB ENFR MORRISON ST,1,3129498,DRVR,25,1,PSNGR CAR,1,REAR,INJ,NONE,STRGHT,N,RAIN,WET,DAY,1,0,0
1657612,2016-01-29,15:00:00,FRIDAY,Portland SE,1,S,301.23,45.519494,-122.665922,CN,STRGHT,NB EF MORRISN BR C3,9451,NB ENFR MORRISON ST,1,3129499,DRVR,32,2,PSNGR CAR,0,REAR,INJ,INJC,STOP,N,RAIN,WET,DAY,1,0,0
1687970,2016-01-30,14:00:00,SATURDAY,Portland Bridges,1,NE,300.36,45.507844,-122.669319,MN,BRIDGE,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,3,3187274,DRVR,0,9,UNKNOWN,1,REAR,INJ,NONE,STRGHT,NE,RAIN,WET,DAY,0,0,0
1687970,2016-01-30,14:00:00,SATURDAY,Portland Bridges,1,NE,300.36,45.507844,-122.669319,MN,BRIDGE,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,3,3187275,DRVR,47,1,PSNGR CAR,0,REAR,INJ,INJC,STOP,NE,RAIN,WET,DAY,0,0,0
1687970,2016-01-30,14:00:00,SATURDAY,Portland Bridges,1,NE,300.36,45.507844,-122.669319,MN,BRIDGE,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,3,3187275,PSNG,69,2,PSNGR CAR,0,REAR,INJ,INJC,STOP,NE,RAIN,WET,DAY,0,0,0
1658839,2016-01-30,18:00:00,SATURDAY,Portland Bridges,2,E,300.29,45.507261,-122.670328,MN,BRIDGE,MARQUAM BRIDGE,9551,WB EF MARQUAM BR C1,4,3131767,DRVR,24,1,PSNGR CAR,1,REAR,INJ,NONE,STRGHT,W,RAIN,WET,DARK,0,0,0
1658839,2016-01-30,18:00:00,SATURDAY,Portland Bridges,2,E,300.29,45.507261,-122.670328,MN,BRIDGE,MARQUAM BRIDGE,9551,WB EF MARQUAM BR C1,4,3131768,DRVR,53,1,PSNGR CAR,0,REAR,INJ,INJC,STRGHT,W,RAIN,WET,DARK,0,0,0
1657684,2016-01-30,20:00:00,SATURDAY,Portland N,1,SW,307.79,45.605275,-122.684772,CN,STRGHT,SB EXTO MARINE DR,1617,N MARINE DR,1,3129647,DRVR,33,1,PSNGR CAR,1,PED,INJ,NONE,STRGHT,NE,CLR,DRY,DARK,0,1,0
1657684,2016-01-30,20:00:00,SATURDAY,Portland N,1,SW,307.79,45.605275,-122.684772,CN,STRGHT,SB EXTO MARINE DR,1617,N MARINE DR,1,,PED,41,1,,0,PED,INJ,INJB,,,CLR,DRY,DARK,0,1,0
1659654,2016-02-04,11:00:00,THURSDAY,Portland N,1,NW,302.8,45.535369,-122.667861,CN,STRGHT,SB EX VANCOUVER C3,267,N BROADWAY ST,2,3133263,DRVR,25,2,PSNGR CAR,1,REAR,INJ,NONE,STRGHT,SE,RAIN,WET,DAY,0,0,0
1659654,2016-02-04,11:00:00,THURSDAY,Portland N,1,NW,302.8,45.535369,-122.667861,CN,STRGHT,SB EX VANCOUVER C3,267,N BROADWAY ST,2,3133264,DRVR,43,2,PSNGR CAR,0,REAR,INJ,INJC,STOP,SE,RAIN,WET,DAY,0,0,0
1658962,2016-02-04,18:00:00,THURSDAY,Portland N,1,NW,302.62,45.538731,-122.670036,MN,STRGHT,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,8,3131980,DRVR,25,1,TRUCK,1,REAR,INJ,NONE,STRGHT,SE,CLD,DRY,DLIT,1,0,0
1658962,2016-02-04,18:00:00,THURSDAY,Portland N,1,NW,302.62,45.538731,-122.670036,MN,STRGHT,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,8,3131981,DRVR,26,1,PSNGR CAR,0,REAR,INJ,NONE,STOP,SE,CLD,DRY,DLIT,1,0,0
1658962,2016-02-04,18:00:00,THURSDAY,Portland N,1,NW,302.62,45.538731,-122.670036,MN,STRGHT,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,8,3131981,PSNG,26,2,PSNGR CAR,0,REAR,INJ,INJC,STOP,SE,CLD,DRY,DLIT,1,0,0
1658962,2016-02-04,18:00:00,THURSDAY,Portland N,1,NW,302.62,45.538731,-122.670036,MN,STRGHT,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,8,3131982,DRVR,26,1,PSNGR CAR,0,REAR,INJ,INJC,STOP,SE,CLD,DRY,DLIT,1,0,0
1658962,2016-02-04,18:00:00,THURSDAY,Portland N,1,NW,302.62,45.538731,-122.670036,MN,STRGHT,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,8,3131983,DRVR,31,2,PSNGR CAR,0,REAR,INJ,INJB,STOP,SE,CLD,DRY,DLIT,1,0,0
1658962,2016-02-04,18:00:00,THURSDAY,Portland N,1,NW,302.62,45.538731,-122.670036,MN,STRGHT,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,8,3131985,,,,PSNGR CAR,0,REAR,INJ,,PRKD-P,E,CLD,DRY,DLIT,1,0,0
1660852,2016-02-06,21:00:00,SATURDAY,Portland Bridges,2,SW,300.27,45.507089,-122.670625,MN,BRIDGE,MARQUAM BRIDGE,9453,NB EXTO PAC HY I-5,4,3135593,DRVR,51,1,PSNGR CAR,1,FIX,INJ,INJB,STRGHT,SW,CLD,DRY,DARK,0,1,0
1659124,2016-02-08,15:00:00,MONDAY,Portland SW,1,S,299,45.490114,-122.675353,MN,STRGHT,PACIFIC HY I-5,9481,SB EF HOOD AVE C2,6,3132273,DRVR,55,1,SEMI TOW,1,SS-O,INJ,NONE,STRGHT,N,CLR,DRY,DAY,0,0,0
1659124,2016-02-08,15:00:00,MONDAY,Portland SW,1,S,299,45.490114,-122.675353,MN,STRGHT,PACIFIC HY I-5,9481,SB EF HOOD AVE C2,6,3132274,DRVR,57,1,PSNGR CAR,0,SS-O,INJ,INJC,STRGHT,N,CLR,DRY,DAY,0,0,0
1659124,2016-02-08,15:00:00,MONDAY,Portland SW,1,S,299,45.490114,-122.675353,MN,STRGHT,PACIFIC HY I-5,9481,SB EF HOOD AVE C2,6,3132275,DRVR,43,1,PSNGR CAR,0,SS-O,INJ,NONE,STRGHT,N,CLR,DRY,DAY,0,0,0
1659160,2016-02-08,17:00:00,MONDAY,Portland N,2,SE,302.43,45.535858,-122.667408,MN,STRGHT,PACIFIC HY I-5,9433,NB EF WILLIAMS C2,6,3132342,DRVR,22,1,PSNGR CAR,1,REAR,INJ,NONE,STRGHT,NW,CLR,DRY,DAY,0,0,0
1659160,2016-02-08,17:00:00,MONDAY,Portland N,2,SE,302.43,45.535858,-122.667408,MN,STRGHT,PACIFIC HY I-5,9433,NB EF WILLIAMS C2,6,3132343,DRVR,49,2,PSNGR CAR,0,REAR,INJ,INJC,STOP,NW,CLR,DRY,DAY,0,0,0
